Product Name,Segment,Country,City,State,Category,Sub-Category,Sales,Discount,Profit,Cluster
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Consumer,United States,New York City,New York,Office Supplies,Binders,-0.356221,0.212153,-0.110178,1
Avery 487,Consumer,United States,Columbus,Ohio,Office Supplies,Labels,-0.359353,0.212153,-0.113829,1
Acme Office Executive Series Stainless Steel Trimmers,Consumer,United States,Columbus,Ohio,Office Supplies,Supplies,-0.346825,0.212153,-0.117945,1
BIC Liqua Brite Liner,Consumer,United States,San Francisco,California,Office Supplies,Art,-0.324284,-0.756643,-0.079673,0
"BOSTON Ranger #55 Pencil Sharpener, Black",Home Office,United States,New York City,New York,Office Supplies,Art,-0.327124,-0.756643,-0.09016,0
Maxell 4.7GB DVD-R,Corporate,United States,San Antonio,Texas,Technology,Accessories,-0.186674,0.212153,0.004876,1
Panasonic KX T7736-B Digital phone,Corporate,United States,San Antonio,Texas,Technology,Phones,0.208631,0.212153,-0.026316,2
Things To Do Today Spiral Book,Consumer,United States,Jacksonville,North Carolina,Office Supplies,Paper,-0.32816,0.212153,-0.083116,1
Cardinal Holdit Business Card Pockets,Home Office,United States,San Francisco,California,Office Supplies,Binders,-0.349649,0.212153,-0.104478,1
Kleencut Forged Office Shears by Acme United Corporation,Home Office,United States,San Francisco,California,Office Supplies,Supplies,-0.358814,-0.756643,-0.114344,0
Avery File Folder Labels,Consumer,United States,Chicago,Illinois,Office Supplies,Labels,-0.350342,0.212153,-0.104508,1
Toshiba IPT2010-SD IP Telephone,Consumer,United States,Chicago,Illinois,Technology,Phones,-0.011993,0.212153,-0.051134,2
Newell 328,Home Office,United States,Escondido,California,Office Supplies,Art,-0.331344,-0.756643,-0.096407,0
Staple-on labels,Corporate,United States,Long Beach,New York,Office Supplies,Labels,-0.354915,-0.756643,-0.10494,0
Acme Office Executive Series Stainless Steel Trimmers,Corporate,United States,Long Beach,New York,Office Supplies,Supplies,-0.327573,-0.756643,-0.093799,0
Holmes Odor Grabber,Consumer,United States,Newark,Delaware,Office Supplies,Appliances,-0.20686,-0.756643,0.019865,0
"Situations Contoured Folding Chairs, 4/Set",Consumer,United States,Buffalo,New York,Furniture,Chairs,-0.266323,-0.272245,-0.076884,0
Acme Stainless Steel Office Snips,Consumer,United States,Houston,Texas,Office Supplies,Supplies,-0.303501,0.212153,-0.107128,1
Newell 313,Consumer,United States,Colorado Springs,Colorado,Office Supplies,Art,-0.347775,0.212153,-0.117435,1
Newell 326,Consumer,United States,Colorado Springs,Colorado,Office Supplies,Art,-0.362049,0.212153,-0.120307,1
Logitech Keyboard K120,Consumer,United States,Colorado Springs,Colorado,Technology,Accessories,-0.275632,0.212153,-0.150229,1
"Master Caster Door Stop, Large Neon Orange",Consumer,United States,Colorado Springs,Colorado,Furniture,Furnishings,-0.284721,0.212153,-0.058004,1
DAX Wood Document Frame,Consumer,United States,Colorado Springs,Colorado,Furniture,Furnishings,-0.280703,0.212153,-0.075445,1
Xerox 1932,Consumer,United States,Colorado Springs,Colorado,Office Supplies,Paper,-0.232347,0.212153,0.000211,1
Avery Personal Creations Heavyweight Cards,Consumer,United States,Colorado Springs,Colorado,Office Supplies,Paper,-0.324386,0.212153,-0.080954,1
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",Consumer,United States,New York City,New York,Office Supplies,Paper,-0.328776,-0.756643,-0.074386,0
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Corporate,United States,Los Angeles,California,Furniture,Furnishings,-0.299621,-0.756643,-0.045005,0
3-ring staple pack,Consumer,United States,Marietta,Georgia,Office Supplies,Binders,-0.359777,-0.756643,-0.110779,0
Xerox 23,Corporate,United States,Jacksonville,Florida,Office Supplies,Paper,-0.318918,0.212153,-0.075862,1
"DAX Copper Panel Document Frame, 5 x 7 Size",Corporate,United States,Jacksonville,Florida,Furniture,Furnishings,-0.320381,0.212153,-0.086891,1
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Corporate,United States,Jacksonville,Florida,Technology,Phones,-0.298867,0.212153,-0.103723,1
Dixon Ticonderoga Pencils,Corporate,United States,Jacksonville,Florida,Office Supplies,Art,-0.361176,0.212153,-0.120554,1
Cisco SPA508G,Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,-0.305295,1.18095,-0.153324,3
Nu-Dell Executive Frame,Consumer,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.222797,0.212153,-0.039777,1
Xerox 1887,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.307949,-0.756643,-0.044592,0
Xerox 1971,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.300151,-0.756643,-0.040115,0
"Personal Folder Holder, Ebony",Consumer,United States,Los Angeles,California,Office Supplies,Storage,-0.314865,-0.756643,-0.079266,0
Quality Park Security Envelopes,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Envelopes,-0.268046,0.212153,-0.031843,1
Global Ergonomic Managers Chair,Consumer,United States,Philadelphia,Pennsylvania,Furniture,Chairs,0.241009,0.696552,-0.215047,3
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Consumer,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.290882,0.212153,-0.080862,1
Xerox 1920,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.340041,-0.756643,-0.087872,0
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.339521,0.212153,-0.096021,1
Holmes 99% HEPA Air Purifier,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Appliances,-0.313218,0.212153,-0.098294,1
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Appliances,-0.23797,0.212153,-0.087521,1
Wilson Jones Impact Binders,Consumer,United States,Norwich,Connecticut,Office Supplies,Binders,-0.352203,-0.756643,-0.100664,0
Razer Kraken PRO Over Ear PC and Music Headset,Consumer,United States,San Antonio,Texas,Technology,Accessories,0.247257,0.212153,0.08255,2
"Global Value Steno Chair, Gray",Consumer,United States,Columbus,Ohio,Furniture,Chairs,-0.164156,0.696552,-0.16123,3
"Computer Room Manger, 14""",Consumer,United States,Columbus,Ohio,Furniture,Furnishings,-0.243746,0.212153,-0.055781,1
Acco 3-Hole Punch,Corporate,United States,Los Angeles,California,Office Supplies,Binders,-0.346337,0.212153,-0.101394,1
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Corporate,United States,Richmond,Kentucky,Office Supplies,Storage,-0.257276,-0.756643,-0.039237,0
"OIC #2 Pencils, Medium Soft",Corporate,United States,Richmond,Kentucky,Office Supplies,Art,-0.359777,-0.756643,-0.115353,0
Binder Posts,Consumer,United States,New York City,New York,Office Supplies,Binders,-0.346722,0.212153,-0.103222,1
Belkin 8 Outlet Surge Protector,Consumer,United States,Wausau,Wisconsin,Office Supplies,Appliances,0.025709,-0.756643,0.171568,0
Portable Personal File Box,Consumer,United States,Wausau,Wisconsin,Office Supplies,Storage,-0.310051,-0.756643,-0.080115,0
X-Rack File for Hanging Folders,Consumer,United States,Wausau,Wisconsin,Office Supplies,Storage,-0.332595,-0.756643,-0.097273,0
"ACCOHIDE 3-Ring Binder, Blue, 1""",Consumer,United States,Wausau,Wisconsin,Office Supplies,Binders,-0.348946,-0.756643,-0.097476,0
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Home Office,United States,San Francisco,California,Office Supplies,Binders,-0.304772,0.212153,-0.06482,1
Xerox 1951,Home Office,United States,San Francisco,California,Office Supplies,Paper,-0.269407,-0.756643,-0.003308,0
Avery Hole Reinforcements,Home Office,United States,San Francisco,California,Office Supplies,Binders,-0.336838,0.212153,-0.091484,1
Xerox 1924,Consumer,United States,Dublin,Ohio,Office Supplies,Paper,-0.324309,0.212153,-0.079402,1
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Consumer,United States,Dublin,Ohio,Technology,Phones,-0.114699,1.18095,-0.268824,3
9-3/4 Diameter Round Wall Clock,Home Office,United States,Henderson,Kentucky,Furniture,Furnishings,-0.324572,-0.756643,-0.072885,0
Rubber Band Ball,Consumer,United States,Lakewood,New Jersey,Office Supplies,Fasteners,-0.344822,-0.756643,-0.121058,0
Avery Non-Stick Binders,Corporate,United States,Los Angeles,California,Office Supplies,Binders,-0.357299,0.212153,-0.112752,1
Acco 3-Hole Punch,Consumer,United States,Rochester,New York,Office Supplies,Binders,-0.351959,0.212153,-0.106629,1
Plantronics 81402,Corporate,United States,Salem,Oregon,Technology,Phones,0.05472,0.212153,-0.037823,2
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Corporate,United States,Salem,Oregon,Office Supplies,Art,-0.253887,0.212153,-0.045887,1
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Corporate,United States,Salem,Oregon,Office Supplies,Art,-0.353859,0.212153,-0.118851,1
Prang Colored Pencils,Consumer,United States,Pasco,Washington,Office Supplies,Art,-0.359392,-0.756643,-0.11104,0
Carina Double Wide Media Storage Towers in Natural & Black,Consumer,United States,Pasco,Washington,Office Supplies,Storage,0.410809,-0.756643,-0.039367,0
"Eldon Image Series Desk Accessories, Burgundy",Consumer,United States,Oakland,California,Furniture,Furnishings,-0.348705,-0.756643,-0.103064,0
Woodgrain Magazine Files by Perma,Consumer,United States,Oakland,California,Office Supplies,Storage,-0.354482,-0.756643,-0.119664,0
Longer-Life Soft White Bulbs,Consumer,United States,Oakland,California,Furniture,Furnishings,-0.354,-0.756643,-0.103402,0
Binding Machine Supplies,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.256493,0.212153,-0.017734,1
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Consumer,United States,Los Angeles,California,Furniture,Furnishings,-0.244311,-0.756643,0.039988,0
Newell 307,Corporate,United States,Oak Park,Illinois,Office Supplies,Art,-0.352473,0.212153,-0.117985,1
Canvas Sectional Post Binders,Corporate,United States,New York City,New York,Office Supplies,Binders,-0.336145,0.212153,-0.090816,1
Wilson Jones Century Plastic Molded Ring Binders,Corporate,United States,New York City,New York,Office Supplies,Binders,-0.288841,0.212153,-0.050516,1
Mophie Juice Pack Helium for iPhone,Consumer,United States,New York City,New York,Technology,Phones,0.016226,-0.756643,0.164504,0
Space Solutions HD Industrial Steel Shelving.,Consumer,United States,Seattle,Washington,Office Supplies,Storage,0.184611,-0.756643,-0.078163,0
Avery File Folder Labels,Consumer,United States,Seattle,Washington,Office Supplies,Labels,-0.354963,-0.756643,-0.104262,0
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Corporate,United States,Lancaster,Pennsylvania,Technology,Phones,-0.224433,1.18095,-0.186362,3
OIC Thumb-Tacks,Consumer,United States,Houston,Texas,Office Supplies,Fasteners,-0.3659,0.212153,-0.119708,1
Tennsco Commercial Shelving,Consumer,United States,Houston,Texas,Office Supplies,Storage,-0.290497,0.212153,-0.171829,1
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Corporate,United States,Columbus,Ohio,Technology,Accessories,-0.176597,0.212153,0.00552,1
Advantus Rolling Drawer Organizers,Home Office,United States,Durham,North Carolina,Office Supplies,Storage,-0.270036,0.212153,-0.102623,1
DIXON Oriole Pencils,Home Office,United States,Durham,North Carolina,Office Supplies,Art,-0.358891,0.212153,-0.120353,1
Letter or Legal Size Expandable Poly String Tie Envelopes,Corporate,United States,Henderson,Kentucky,Office Supplies,Envelopes,-0.36029,-0.756643,-0.111207,0
Super Decoflex Portable Personal File,Corporate,United States,Henderson,Kentucky,Office Supplies,Storage,-0.27268,-0.756643,-0.050712,0
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Consumer,United States,Anaheim,California,Office Supplies,Binders,-0.094122,0.212153,0.151733,2
Newell 323,Consumer,United States,Anaheim,California,Office Supplies,Art,-0.363435,-0.756643,-0.118606,0
Xerox 1929,Corporate,United States,Detroit,Michigan,Office Supplies,Paper,-0.185583,-0.756643,0.101922,0
"Global Push Button Manager's Chair, Indigo",Corporate,United States,Marietta,Georgia,Furniture,Chairs,-0.075717,-0.756643,0.10381,0
Kingston Digital DataTraveler 32GB USB 2.0,Corporate,United States,Marietta,Georgia,Technology,Accessories,-0.20564,-0.756643,-0.096286,0
Newell 317,Corporate,United States,Seattle,Washington,Office Supplies,Art,-0.354674,-0.756643,-0.111416,0
Computer Printout Paper with Letter-Trim Perforations,Corporate,United States,Seattle,Washington,Office Supplies,Paper,-0.307949,-0.756643,-0.044592,0
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Corporate,United States,Seattle,Washington,Office Supplies,Art,-0.362088,-0.756643,-0.117315,0
SAFCO Boltless Steel Shelving,Corporate,United States,Seattle,Washington,Office Supplies,Storage,-0.004137,-0.756643,-0.112633,0
Xerox 1911,Corporate,United States,Seattle,Washington,Office Supplies,Paper,-0.291967,-0.756643,-0.024183,0
Staple envelope,Corporate,United States,Seattle,Washington,Office Supplies,Envelopes,-0.269407,-0.756643,0.007272,0
Global Italian Leather Office Chair,Consumer,United States,Parma,Ohio,Furniture,Chairs,-0.074591,0.696552,-0.155885,3
Xerox 1897,Consumer,United States,Parma,Ohio,Office Supplies,Paper,-0.356041,0.212153,-0.110005,1
Fiskars Spring-Action Scissors,Corporate,United States,Anaheim,California,Office Supplies,Supplies,-0.346395,-0.756643,-0.106819,0
3M Organizer Strips,Consumer,United States,New York City,New York,Office Supplies,Binders,-0.327236,0.212153,-0.083607,1
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Consumer,United States,New York City,New York,Office Supplies,Labels,-0.221863,-0.756643,0.057522,0
Avery Metallic Poly Binders,Corporate,United States,Concord,New Hampshire,Office Supplies,Binders,-0.33205,-0.756643,-0.07537,0
Fellowes Bankers Box Recycled Super Stor/Drawer,Corporate,United States,Concord,New Hampshire,Office Supplies,Storage,0.064251,-0.756643,-0.053204,0
PNY Rapid USB Car Charger - Black,Consumer,United States,Fairfield,Ohio,Technology,Phones,-0.353442,1.18095,-0.131204,3
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Consumer,United States,Johnson City,Tennessee,Office Supplies,Envelopes,-0.339405,0.212153,-0.093961,1
Xerox 1931,Consumer,United States,Johnson City,Tennessee,Office Supplies,Paper,-0.3106,0.212153,-0.068116,1
iHome FM Clock Radio with Lightning Dock,Consumer,United States,Johnson City,Tennessee,Technology,Phones,-0.189139,0.212153,-0.092457,1
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Consumer,United States,Seattle,Washington,Office Supplies,Art,-0.311126,-0.756643,-0.077817,0
Avery Hole Reinforcements,Consumer,United States,Seattle,Washington,Office Supplies,Binders,-0.344835,0.212153,-0.099197,1
Bulldog Vacuum Base Pencil Sharpener,Consumer,United States,League City,Texas,Office Supplies,Art,-0.261089,0.212153,-0.097255,1
Hon Every-Day Chair Series Swivel Task Chairs,Consumer,United States,League City,Texas,Furniture,Chairs,0.038831,0.696552,-0.26178,3
"Bush Westfield Collection Bookcases, Medium Cherry Finish",Corporate,United States,Gaithersburg,Maryland,Furniture,Bookcases,-0.089725,-0.756643,0.041024,0
GE 30522EE2,Corporate,United States,Gaithersburg,Maryland,Technology,Phones,0.003405,-0.756643,0.164856,0
14-7/8 x 11 Blue Bar Computer Printout Paper,Home Office,United States,Huntsville,Alabama,Office Supplies,Paper,-0.214658,-0.756643,0.074543,0
Assorted Color Push Pins,Home Office,United States,Huntsville,Alabama,Office Supplies,Fasteners,-0.363018,-0.756643,-0.117236,0
AT&T 17929 Lendline Telephone,Home Office,United States,Huntsville,Alabama,Technology,Phones,-0.223644,-0.756643,-0.021909,0
"Eberhard Faber 3 1/2"" Golf Pencils",Corporate,United States,Lawrence,Massachusetts,Office Supplies,Art,-0.344951,-0.756643,-0.106455,0
Xerox 214,Home Office,United States,Fairfield,Connecticut,Office Supplies,Paper,-0.337634,-0.756643,-0.082501,0
Newell 324,Consumer,United States,New York City,New York,Office Supplies,Art,-0.276162,-0.756643,-0.053306,0
Easy-staple paper,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.344854,-0.756643,-0.09236,0
Newell 309,Corporate,United States,Seattle,Washington,Office Supplies,Art,-0.331761,-0.756643,-0.092752,0
"#10 White Business Envelopes,4 1/8 x 9 1/2",Consumer,United States,Aurora,Colorado,Office Supplies,Envelopes,-0.348712,0.212153,-0.104274,1
Staples,Consumer,United States,Aurora,Colorado,Office Supplies,Fasteners,-0.361587,0.212153,-0.118724,1
"SmartStand Mobile Device Holder, Assorted Colors",Corporate,United States,Lehi,Utah,Technology,Phones,-0.341908,0.212153,-0.115174,1
Wilson Jones Turn Tabs Binder Tool for Ring Binders,Home Office,United States,Tuscaloosa,Alabama,Office Supplies,Binders,-0.314688,-0.756643,-0.056079,0
"O'Sullivan Elevations Bookcase, Cherry Finish",Consumer,United States,San Francisco,California,Furniture,Bookcases,0.167103,-0.030046,-0.105561,2
4009 Highlighters by Sanford,Consumer,United States,San Francisco,California,Office Supplies,Art,-0.336896,-0.756643,-0.094301,0
SANFORD Liquid Accent Tank-Style Highlighters,Consumer,United States,Wilmington,Delaware,Office Supplies,Art,-0.359713,-0.756643,-0.114819,0
Tennsco Single-Tier Lockers,Consumer,United States,Lafayette,Indiana,Office Supplies,Storage,0.233438,-0.756643,-0.04222,0
14-7/8 x 11 Blue Bar Computer Printout Paper,Consumer,United States,Redondo Beach,California,Office Supplies,Paper,-0.214658,-0.756643,0.074543,0
"Angle-D Binders with Locking Rings, Label Holders",Consumer,United States,Redondo Beach,California,Office Supplies,Binders,-0.350085,0.212153,-0.105507,1
Advantus Push Pins,Consumer,United States,Redondo Beach,California,Office Supplies,Fasteners,-0.361831,-0.756643,-0.114704,0
Avery 519,Consumer,United States,Seattle,Washington,Office Supplies,Labels,-0.321909,-0.756643,-0.063668,0
Premium Transparent Presentation Covers by GBC,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.180307,0.212153,0.053208,1
Eldon 200 Class Desk Accessories,Consumer,United States,Los Angeles,California,Furniture,Furnishings,-0.338596,-0.756643,-0.096599,0
BIC Brite Liner Highlighters,Consumer,United States,New York City,New York,Office Supplies,Art,-0.348898,-0.756643,-0.100067,0
Xerox 1995,Consumer,United States,Royal Oak,Michigan,Office Supplies,Paper,-0.348031,-0.756643,-0.095779,0
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,Corporate,United States,San Francisco,California,Office Supplies,Appliances,-0.25734,-0.756643,-0.033353,0
Plantronics MX500i Earset,Corporate,United States,New York City,New York,Technology,Phones,-0.230993,-0.756643,-0.111334,0
DIXON Oriole Pencils,Corporate,United States,North Las Vegas,Nevada,Office Supplies,Art,-0.339848,-0.756643,-0.10229,0
Xerox 1909,Corporate,United States,North Las Vegas,Nevada,Office Supplies,Paper,-0.24184,-0.756643,0.033074,0
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Corporate,United States,North Las Vegas,Nevada,Furniture,Furnishings,-0.308815,-0.756643,-0.061665,0
Staples,Consumer,United States,Carrollton,Texas,Office Supplies,Fasteners,-0.338558,0.212153,-0.096163,1
Grandstream GXP2100 Mainstream Business Phone,Home Office,United States,Los Angeles,California,Technology,Phones,-0.270639,0.212153,-0.096213,1
Fellowes Command Center 5-outlet power strip,Home Office,United States,Los Angeles,California,Office Supplies,Appliances,-0.259972,-0.756643,-0.044142,0
"Global Push Button Manager's Chair, Indigo",Consumer,United States,Seattle,Washington,Furniture,Chairs,-0.290664,0.212153,-0.098941,1
Newell 330,Consumer,United States,Seattle,Washington,Office Supplies,Art,-0.340041,-0.756643,-0.102423,0
"Carina 42""Hx23 3/4""W Media Storage Unit",Consumer,United States,Seattle,Washington,Office Supplies,Storage,0.020991,-0.756643,-0.101593,0
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Corporate,United States,Columbia,Tennessee,Technology,Phones,0.380579,0.212153,0.126887,2
Plantronics MX500i Earset,Home Office,United States,Providence,Rhode Island,Technology,Phones,-0.162076,-0.756643,-0.105834,0
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Home Office,United States,Providence,Rhode Island,Office Supplies,Paper,-0.355348,-0.756643,-0.104764,0
Office Star Flex Back Scooter Chair with White Frame,Home Office,United States,Providence,Rhode Island,Furniture,Chairs,-0.19075,-0.756643,-0.056008,0
High-Back Leather Manager's Chair,Corporate,United States,Jacksonville,Florida,Furniture,Chairs,-0.035099,0.212153,-0.244419,2
Embossed Ink Jet Note Cards,Corporate,United States,Jacksonville,Florida,Office Supplies,Paper,-0.310882,0.212153,-0.068379,1
"Executive Impressions 14"" Contract Wall Clock",Corporate,United States,Jacksonville,Florida,Furniture,Furnishings,-0.311755,0.212153,-0.097662,1
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Corporate,United States,Jacksonville,Florida,Office Supplies,Paper,-0.226391,0.212153,0.010296,1
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Home Office,United States,Oceanside,California,Office Supplies,Paper,-0.348128,-0.756643,-0.095351,0
Pressboard Data Binders by Wilson Jones,Consumer,United States,New York City,New York,Office Supplies,Binders,-0.334553,0.212153,-0.09156,1
Avery Durable Slant Ring Binders With Label Holder,Consumer,United States,New York City,New York,Office Supplies,Binders,-0.358095,0.212153,-0.112343,1
Acme Office Executive Series Stainless Steel Trimmers,Corporate,United States,Chicago,Illinois,Office Supplies,Supplies,-0.335824,0.212153,-0.11575,1
Kingston Digital DataTraveler 8GB USB 2.0,Corporate,United States,Chicago,Illinois,Technology,Accessories,-0.338276,0.212153,-0.128432,1
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Corporate,United States,Huntington Beach,California,Office Supplies,Labels,-0.360451,-0.756643,-0.112085,0
Eldon Portable Mobile Manager,Consumer,United States,San Diego,California,Office Supplies,Storage,-0.232694,-0.756643,-0.024547,0
Assorted Color Push Pins,Corporate,United States,Nashville,Tennessee,Office Supplies,Fasteners,-0.35721,0.212153,-0.117313,1
Avery 514,Consumer,United States,New York City,New York,Office Supplies,Labels,-0.345721,-0.756643,-0.092214,0
Xerox 226,Home Office,United States,Colorado Springs,Colorado,Office Supplies,Paper,-0.343872,0.212153,-0.099099,1
Acco Suede Grain Vinyl Round Ring Binder,Home Office,United States,San Francisco,California,Office Supplies,Binders,-0.358121,0.212153,-0.113079,1
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Corporate,United States,Memphis,Tennessee,Office Supplies,Envelopes,-0.279073,0.212153,-0.041744,1
Avery 507,Corporate,United States,Memphis,Tennessee,Office Supplies,Labels,-0.339251,0.212153,-0.096763,1
"Master Caster Door Stop, Brown",Corporate,United States,Memphis,Tennessee,Furniture,Furnishings,-0.336222,0.212153,-0.107155,1
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Home Office,United States,New York City,New York,Office Supplies,Binders,-0.285286,0.212153,-0.041766,1
Euro Pro Shark Stick Mini Vacuum,Corporate,United States,Raleigh,North Carolina,Office Supplies,Appliances,-0.290549,0.212153,-0.106716,1
AT&T 1080 Phone,Home Office,United States,Los Angeles,California,Technology,Phones,-0.192977,0.212153,-0.087247,1
Easy-staple paper,Home Office,United States,Los Angeles,California,Office Supplies,Paper,-0.277847,-0.756643,-0.003731,0
Logitech G600 MMO Gaming Mouse,Home Office,United States,Los Angeles,California,Technology,Accessories,-0.240476,-0.756643,0.000596,0
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Home Office,United States,Newport News,Virginia,Office Supplies,Supplies,-0.257308,-0.756643,-0.036294,0
Astroparche Fine Business Paper,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.351882,-0.756643,-0.100697,0
Maxell 4.7GB DVD-RW 3/Pack,Consumer,United States,Jackson,Mississippi,Technology,Accessories,-0.292144,-0.756643,-0.052971,0
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Home Office,United States,New York City,New York,Office Supplies,Storage,-0.340041,-0.756643,-0.109316,0
Letter Size File,Home Office,United States,Cleveland,Ohio,Office Supplies,Storage,-0.012095,0.212153,-0.015564,2
"Eldon 200 Class Desk Accessories, Burgundy",Consumer,United States,Toledo,Ohio,Furniture,Furnishings,-0.312397,0.212153,-0.081049,1
Eldon 100 Class Desk Accessories,Consumer,United States,Los Angeles,California,Furniture,Furnishings,-0.352604,-0.756643,-0.108525,0
Acme Box Cutter Scissors,Consumer,United States,Los Angeles,California,Office Supplies,Supplies,-0.335997,-0.756643,-0.099626,0
Premier Electric Letter Opener,Corporate,United States,New York City,New York,Office Supplies,Supplies,0.188895,-0.756643,-0.048145,0
SanDisk Cruzer 64 GB USB Flash Drive,Consumer,United States,San Diego,California,Technology,Accessories,-0.25227,-0.756643,-0.029306,0
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Consumer,United States,San Diego,California,Furniture,Furnishings,-0.304772,-0.756643,-0.074619,0
GBC Poly Designer Binding Covers,Consumer,United States,Oklahoma City,Oklahoma,Office Supplies,Binders,-0.315105,-0.756643,-0.052302,0
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Consumer,United States,Oklahoma City,Oklahoma,Office Supplies,Appliances,-0.148004,-0.756643,0.136163,0
Logitech Wireless Performance Mouse MX for PC and Mac,Consumer,United States,Chicago,Illinois,Technology,Accessories,0.016235,0.212153,0.108166,2
Newell 339,Consumer,United States,San Francisco,California,Office Supplies,Art,-0.355445,-0.756643,-0.113079,0
Acme Office Executive Series Stainless Steel Trimmers,Consumer,United States,San Francisco,California,Office Supplies,Supplies,-0.355076,-0.756643,-0.112823,0
Clear Mylar Reinforcing Strips,Consumer,United States,San Francisco,California,Office Supplies,Binders,-0.176893,0.212153,0.050005,1
Novimex Turbo Task Chair,Corporate,United States,Vineland,New Jersey,Furniture,Chairs,-0.027146,-0.756643,-0.013251,0
Fellowes Advanced Computer Series Surge Protectors,Corporate,United States,Vineland,New Jersey,Office Supplies,Appliances,-0.326321,-0.756643,-0.090672,0
Kingston Digital DataTraveler 32GB USB 2.0,Corporate,United States,Seattle,Washington,Technology,Accessories,-0.314431,-0.756643,-0.113652,0
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Corporate,United States,Wilmington,Delaware,Furniture,Tables,-0.048173,0.696552,-0.280767,3
Embossed Ink Jet Note Cards,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.26018,-0.756643,0.01641,0
Belkin F9S820V06 8 Outlet Surge,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,-0.160359,-0.756643,0.044052,0
Xerox 1933,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.270305,-0.756643,0.000859,0
Peel & Stick Add-On Corner Pockets,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.360509,0.212153,-0.11459,1
Newell 338,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.345239,-0.756643,-0.105392,0
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Consumer,United States,Chicago,Illinois,Technology,Accessories,-0.240486,0.212153,-0.062582,1
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Home Office,United States,Des Moines,Washington,Office Supplies,Paper,-0.339078,-0.756643,-0.085137,0
"White Envelopes, White Envelopes with Clear Poly Window",Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Envelopes,-0.329675,0.212153,-0.088483,1
