Product Name,Segment,Country,City,State,Category,Sub-Category,Sales,Discount,Profit
"Crayola Anti Dust Chalk, 12/Pack",Consumer,United States,New York City,New York,Office Supplies,Art,-0.342544,-0.756643,-0.090869
O'Sullivan Plantations 2-Door Library in Landvery Oak,Consumer,United States,New York City,New York,Furniture,Bookcases,0.147157,0.212153,-0.190974
Xerox 214,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.348031,-0.756643,-0.095779
"Global Armless Task Chair, Royal Blue",Corporate,United States,Philadelphia,Pennsylvania,Furniture,Chairs,-0.163347,0.696552,-0.223861
"Global Wood Trimmed Manager's Task Chair, Khaki",Home Office,United States,Mentor,Ohio,Furniture,Chairs,-0.266637,0.696552,-0.188362
Logitech G700s Rechargeable Gaming Mouse,Home Office,United States,Mentor,Ohio,Technology,Accessories,0.016235,0.212153,0.159389
Xerox 227,Home Office,United States,Mentor,Ohio,Office Supplies,Paper,-0.343872,0.212153,-0.099099
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Home Office,United States,Mentor,Ohio,Furniture,Furnishings,-0.334733,0.212153,-0.090588
Xerox 1928,Home Office,United States,Mentor,Ohio,Office Supplies,Paper,-0.355271,0.212153,-0.111065
Fellowes Recycled Storage Drawers,Consumer,United States,Lawton,Oklahoma,Office Supplies,Storage,0.165645,-0.756643,-0.022799
Bevis 36 x 72 Conference Tables,Consumer,United States,Lawton,Oklahoma,Furniture,Tables,0.030683,-0.756643,0.1115
Xerox 190,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.328873,-0.756643,-0.072376
Stockwell Push Pins,Consumer,United States,Los Angeles,California,Office Supplies,Fasteners,-0.344341,-0.756643,-0.100838
Holmes 99% HEPA Air Purifier,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,-0.299316,-0.756643,-0.061308
"Avery Durable Plastic 1"" Binders",Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.298893,0.212153,-0.054889
Xerox 1892,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.182246,-0.756643,0.120899
Fellowes Black Plastic Comb Bindings,Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.353911,0.212153,-0.109438
Xerox 22,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.337634,-0.756643,-0.082501
Stiletto Hand Letter Openers,Home Office,United States,Houston,Texas,Office Supplies,Supplies,-0.257918,0.212153,-0.185038
Chromcraft Round Conference Tables,Consumer,United States,Los Angeles,California,Furniture,Tables,0.302365,0.212153,-0.100014
"Master Caster Door Stop, Brown",Consumer,United States,Columbus,Ohio,Furniture,Furnishings,-0.355785,0.212153,-0.116263
Xerox 214,Consumer,United States,Columbus,Ohio,Office Supplies,Paper,-0.3106,0.212153,-0.068116
Xerox 1930,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.306441,-0.756643,-0.041006
Xerox 211,Corporate,United States,San Francisco,California,Office Supplies,Paper,-0.348031,-0.756643,-0.095779
Xerox 227,Corporate,United States,Bakersfield,California,Office Supplies,Paper,-0.348031,-0.756643,-0.095779
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Corporate,United States,Bakersfield,California,Office Supplies,Binders,-0.3316,0.212153,-0.087671
Xerox 225,Corporate,United States,Houston,Texas,Office Supplies,Paper,-0.327236,0.212153,-0.083607
Staples,Corporate,United States,Houston,Texas,Office Supplies,Fasteners,-0.33463,0.212153,-0.09163
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Home Office,United States,Los Angeles,California,Technology,Phones,-0.090181,0.212153,-0.048202
Sony 32GB Class 10 Micro SDHC R40 Memory Card,Home Office,United States,Los Angeles,California,Technology,Accessories,-0.267979,-0.756643,-0.065991
Tennsco Commercial Shelving,Home Office,United States,Los Angeles,California,Office Supplies,Storage,-0.33619,-0.756643,-0.121467
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Home Office,United States,Los Angeles,California,Furniture,Furnishings,-0.330333,-0.756643,-0.098781
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Consumer,United States,Los Angeles,California,Furniture,Tables,-0.093981,0.212153,-0.149756
3M Polarizing Light Filter Sleeves,Corporate,United States,Springfield,Missouri,Furniture,Furnishings,-0.308976,-0.756643,-0.049088
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Corporate,United States,Springfield,Missouri,Office Supplies,Binders,-0.237315,-0.756643,0.045609
"Tenex Personal Project File with Scoop Front Design, Black",Consumer,United States,Houston,Texas,Office Supplies,Storage,-0.351523,0.212153,-0.118883
Dixon Ticonderoga Core-Lock Colored Pencils,Home Office,United States,Tulsa,Oklahoma,Office Supplies,Art,-0.310356,-0.756643,-0.071
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Consumer,United States,Seattle,Washington,Office Supplies,Paper,-0.334489,-0.756643,-0.079398
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Consumer,United States,Seattle,Washington,Office Supplies,Binders,-0.290741,0.212153,-0.054818
BIC Brite Liner Highlighters,Consumer,United States,San Francisco,California,Office Supplies,Art,-0.342255,-0.756643,-0.092644
Enermax Briskie RF Wireless Keyboard and Mouse Combo,Corporate,United States,Richmond,Indiana,Technology,Accessories,-0.268845,-0.756643,-0.026576
"Master Caster Door Stop, Brown",Corporate,United States,Richmond,Indiana,Furniture,Furnishings,-0.336222,-0.756643,-0.092842
Staples,Corporate,United States,Louisville,Colorado,Office Supplies,Fasteners,-0.353692,0.212153,-0.109249
Avery 499,Consumer,United States,New York City,New York,Office Supplies,Labels,-0.312891,-0.756643,-0.05388
Tensor Computer Mounted Lamp,Consumer,United States,New York City,New York,Furniture,Furnishings,-0.225473,-0.756643,-0.01936
Avaya 5420 Digital phone,Home Office,United States,Rome,New York,Technology,Phones,0.064379,-0.756643,0.165799
Southworth 25% Cotton Premium Laser Paper and Envelopes,Home Office,United States,Rome,New York,Office Supplies,Paper,-0.208529,-0.756643,0.08237
DAX Solid Wood Frames,Home Office,United States,Rome,New York,Furniture,Furnishings,-0.30612,-0.756643,-0.060608
Memorex Micro Travel Drive 32 GB,Corporate,United States,Marion,Ohio,Technology,Accessories,-0.18136,0.212153,0.021056
"Tenex Personal Project File with Scoop Front Design, Black",Consumer,United States,New York City,New York,Office Supplies,Storage,-0.303937,-0.756643,-0.07745
"Global Deluxe Stacking Chair, Gray",Home Office,United States,Manteca,California,Furniture,Chairs,-0.172503,0.212153,-0.063575
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Home Office,United States,Manteca,California,Office Supplies,Envelopes,-0.344309,-0.756643,-0.090373
Xerox 1974,Corporate,United States,Los Angeles,California,Office Supplies,Paper,-0.349636,-0.756643,-0.097318
"Master Big Foot Doorstop, Beige",Home Office,United States,Seattle,Washington,Furniture,Furnishings,-0.34341,-0.756643,-0.101373
GBC VeloBinder Manual Binding System,Home Office,United States,Seattle,Washington,Office Supplies,Binders,-0.230229,0.212153,0.006722
Zebra Zazzle Fluorescent Highlighters,Home Office,United States,Seattle,Washington,Office Supplies,Art,-0.339559,-0.756643,-0.095861
Crayola Colored Pencils,Home Office,United States,Seattle,Washington,Office Supplies,Art,-0.347775,-0.756643,-0.103853
i.Sound Portable Power - 8000 mAh,Corporate,United States,Providence,Rhode Island,Technology,Phones,-0.198773,-0.756643,-0.117811
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Corporate,United States,Providence,Rhode Island,Furniture,Tables,0.42371,0.696552,-0.242823
"Global Push Button Manager's Chair, Indigo",Consumer,United States,Chicago,Illinois,Furniture,Chairs,0.246703,0.696552,-0.14573
Geemarc AmpliPOWER60,Consumer,United States,Chicago,Illinois,Technology,Phones,-0.130578,0.212153,-0.051027
Newell 32,Consumer,United States,Chicago,Illinois,Office Supplies,Art,-0.357736,0.212153,-0.119385
Avery 5,Consumer,United States,Manchester,Connecticut,Office Supplies,Labels,-0.359584,-0.756643,-0.110287
Bevis Round Conference Table Top & Single Column Base,Corporate,United States,Los Angeles,California,Furniture,Tables,0.194729,0.212153,-0.103594
Bevis Steel Folding Chairs,Consumer,United States,San Francisco,California,Furniture,Chairs,0.000677,0.212153,-0.02403
Xerox 1927,Consumer,United States,San Francisco,California,Office Supplies,Paper,-0.348224,-0.756643,-0.097669
Flexible Leather- Look Classic Collection Ring Binder,Consumer,United States,La Crosse,Wisconsin,Office Supplies,Binders,-0.277654,-0.756643,-0.001054
Staples,Consumer,United States,Florence,South Carolina,Office Supplies,Fasteners,-0.318186,-0.756643,-0.061708
Eldon Shelf Savers Cubes and Bins,Consumer,United States,Florence,South Carolina,Office Supplies,Storage,-0.324027,-0.756643,-0.119952
Staple envelope,Corporate,United States,El Paso,Texas,Office Supplies,Envelopes,-0.289291,0.212153,-0.045629
"Global Value Mid-Back Manager's Chair, Gray",Consumer,United States,San Antonio,Texas,Furniture,Chairs,-0.16365,0.696552,-0.161326
Jensen SMPS-640 - speaker phone,Corporate,United States,Los Angeles,California,Technology,Phones,-0.191758,0.212153,-0.087004
"Master Caster Door Stop, Large Brown",Corporate,United States,Los Angeles,California,Furniture,Furnishings,-0.31042,-0.756643,-0.063287
Acco Perma 3000 Stacking Storage Drawers,Corporate,United States,Mesa,Arizona,Office Supplies,Storage,-0.207239,0.212153,-0.127709
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Consumer,United States,Fayetteville,North Carolina,Office Supplies,Appliances,-0.296274,0.212153,-0.103033
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Consumer,United States,Fayetteville,North Carolina,Office Supplies,Paper,-0.329598,0.212153,-0.084502
"Executive Impressions 13"" Chairman Wall Clock",Home Office,United States,San Jose,California,Furniture,Furnishings,-0.246654,-0.756643,-0.008572
SANFORD Major Accent Highlighters,Home Office,United States,Wichita,Kansas,Office Supplies,Art,-0.334745,-0.756643,-0.08788
GBC DocuBind P50 Personal Binding Machine,Home Office,United States,Wichita,Kansas,Office Supplies,Binders,-0.163504,-0.756643,0.134406
Westinghouse Clip-On Gooseneck Lamps,Home Office,United States,Jackson,Michigan,Furniture,Furnishings,-0.315105,-0.756643,-0.085175
Newell 333,Home Office,United States,Jackson,Michigan,Office Supplies,Art,-0.346523,-0.756643,-0.106907
Fellowes Desktop Hanging File Manager,Home Office,United States,Jackson,Michigan,Office Supplies,Storage,-0.325728,-0.756643,-0.093669
GBC Personal VeloBind Strips,Consumer,United States,Lewiston,Idaho,Office Supplies,Binders,-0.353448,0.212153,-0.108016
Vinyl Sectional Post Binders,Home Office,United States,Hampton,Virginia,Office Supplies,Binders,-0.187348,-0.756643,0.119075
Xerox 1956,Corporate,United States,New York City,New York,Office Supplies,Paper,-0.263277,-0.756643,0.015263
Nu-Dell Oak Frame,Home Office,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.327698,0.212153,-0.105922
Avery 487,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Labels,-0.330933,0.212153,-0.08831
Newell Chalk Holder,Corporate,United States,Los Angeles,California,Office Supplies,Art,-0.355573,-0.756643,-0.106115
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Home Office,United States,Danville,California,Office Supplies,Envelopes,-0.245948,-0.756643,0.041123
Nontoxic Chalk,Home Office,United States,Danville,California,Office Supplies,Art,-0.354706,-0.756643,-0.104303
"Super Bands, 12/Pack",Home Office,United States,Danville,California,Office Supplies,Fasteners,-0.359873,-0.756643,-0.121621
Document Clip Frames,Home Office,United States,Danville,California,Furniture,Furnishings,-0.32868,-0.756643,-0.077475
Space Solutions Commercial Steel Shelving,Home Office,United States,Danville,California,Office Supplies,Storage,0.357328,-0.756643,-0.025739
Fiskars Home & Office Scissors,Corporate,United States,Los Angeles,California,Office Supplies,Supplies,-0.340329,-0.756643,-0.101107
Mitel 5320 IP Phone VoIP phone,Corporate,United States,Los Angeles,California,Technology,Phones,0.116374,0.212153,0.006751
"Global Armless Task Chair, Royal Blue",Corporate,United States,Los Angeles,California,Furniture,Chairs,-0.133993,0.212153,-0.145764
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Corporate,United States,Los Angeles,California,Office Supplies,Appliances,-0.356151,-0.756643,-0.113567
Model L Table or Wall-Mount Pencil Sharpener,Corporate,United States,Los Angeles,California,Office Supplies,Art,-0.282227,-0.756643,-0.057825
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Home Office,United States,Washington,District of Columbia,Office Supplies,Art,-0.314399,-0.756643,-0.065862
Acme Stainless Steel Office Snips,Home Office,United States,Milwaukee,Wisconsin,Office Supplies,Supplies,-0.333831,-0.756643,-0.097197
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Home Office,United States,Milwaukee,Wisconsin,Office Supplies,Appliances,-0.221847,-0.756643,-0.008935
"Global Manager's Adjustable Task Chair, Storm",Home Office,United States,Baltimore,Maryland,Furniture,Chairs,-0.126566,-0.756643,0.064578
"White Envelopes, White Envelopes with Clear Poly Window",Home Office,United States,Baltimore,Maryland,Office Supplies,Envelopes,-0.148597,-0.756643,0.147186
"Acco Banker's Clasps, 5 3/4""-Long",Home Office,United States,Baltimore,Maryland,Office Supplies,Fasteners,-0.350342,-0.756643,-0.099222
Xerox 1991,Home Office,United States,Jacksonville,North Carolina,Office Supplies,Paper,-0.339508,0.212153,-0.096985
Xerox 1937,Home Office,United States,Jacksonville,North Carolina,Office Supplies,Paper,-0.122157,0.212153,0.107356
Security-Tint Envelopes,Home Office,United States,Jacksonville,North Carolina,Office Supplies,Envelopes,-0.349212,0.212153,-0.103419
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Home Office,United States,Jacksonville,North Carolina,Technology,Accessories,-0.099346,0.212153,0.092749
Panasonic Kx-TS550,Consumer,United States,Rochester,New York,Technology,Phones,-0.295032,-0.756643,-0.0654
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Consumer,United States,Rochester,New York,Office Supplies,Binders,-0.359045,0.212153,-0.113553
Xerox 219,Consumer,United States,Rochester,New York,Office Supplies,Paper,-0.296043,-0.756643,-0.029388
Eldon Wave Desk Accessories,Consumer,United States,Oceanside,California,Furniture,Furnishings,-0.293219,-0.756643,-0.033828
XtraLife ClearVue Slant-D Ring Binders by Cardinal,Corporate,United States,Gulfport,Mississippi,Office Supplies,Binders,-0.318507,-0.756643,-0.055398
Newell 345,Consumer,United States,Jacksonville,Florida,Office Supplies,Art,-0.292423,0.212153,-0.10709
Things To Do Today Pad,Consumer,United States,Jacksonville,Florida,Office Supplies,Paper,-0.331151,0.212153,-0.087253
Advantus Map Pennant Flags and Round Head Tacks,Home Office,United States,Houston,Texas,Office Supplies,Fasteners,-0.323192,0.212153,-0.104124
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Corporate,United States,Houston,Texas,Technology,Accessories,-0.153209,0.212153,-0.093653
Vinyl Sectional Post Binders,Home Office,United States,Los Angeles,California,Office Supplies,Binders,-0.223644,0.212153,0.022511
"Personal Filing Tote with Lid, Black/Gray",Corporate,United States,Wilmington,Delaware,Office Supplies,Storage,-0.244391,-0.756643,-0.029639
Staple remover,Consumer,United States,Columbia,Tennessee,Office Supplies,Supplies,-0.354655,0.212153,-0.130819
Xerox 1888,Consumer,United States,Columbia,Tennessee,Office Supplies,Paper,-0.083955,0.212153,0.142928
Fellowes Super Stor/Drawer Files,Consumer,United States,Columbia,Tennessee,Office Supplies,Storage,0.045926,0.212153,-0.136129
Eldon Wave Desk Accessories,Consumer,United States,Columbia,Tennessee,Furniture,Furnishings,-0.346144,0.212153,-0.104232
"Tenex File Box, Personal Filing Tote with Lid, Black",Corporate,United States,New York City,New York,Office Supplies,Storage,-0.244391,-0.756643,-0.03626
Eldon Simplefile Box Office,Corporate,United States,New York City,New York,Office Supplies,Storage,-0.328905,-0.756643,-0.092596
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Corporate,United States,New York City,New York,Office Supplies,Art,-0.142981,-0.756643,0.045905
Portable Personal File Box,Corporate,United States,New York City,New York,Office Supplies,Storage,-0.310051,-0.756643,-0.080115
"DAX Cubicle Frames, 8-1/2 x 11",Consumer,United States,Mount Pleasant,Michigan,Furniture,Furnishings,-0.341324,-0.756643,-0.095994
Avery 473,Consumer,United States,San Francisco,California,Office Supplies,Labels,-0.28579,-0.756643,-0.016294
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Consumer,United States,San Francisco,California,Furniture,Furnishings,-0.169922,-0.756643,-0.074709
Carina Double Wide Media Storage Towers in Natural & Black,Corporate,United States,San Francisco,California,Office Supplies,Storage,-0.238887,-0.756643,-0.108507
Carina Double Wide Media Storage Towers in Natural & Black,Corporate,United States,San Francisco,California,Office Supplies,Storage,0.020991,-0.756643,-0.080851
"Boston School Pro Electric Pencil Sharpener, 1670",Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.169987,-0.756643,0.020497
Newell Chalk Holder,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.348946,-0.756643,-0.098005
Boston Home & Office Model 2000 Electric Pencil Sharpeners,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.29293,-0.756643,-0.069836
#10 Self-Seal White Envelopes,Consumer,United States,Newport News,Virginia,Office Supplies,Envelopes,-0.351032,-0.756643,-0.099137
Ibico Presentation Index for Binding Systems,Consumer,United States,Seattle,Washington,Office Supplies,Binders,-0.358609,0.212153,-0.113161
"Global Geo Office Task Chair, Gray",Home Office,United States,New York City,New York,Furniture,Chairs,-0.134936,-0.272245,-0.156906
"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Corporate,United States,Richmond,Virginia,Office Supplies,Paper,-0.346972,-0.756643,-0.096171
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Home Office,United States,New York City,New York,Furniture,Chairs,0.3286,-0.272245,0.14568
Martin-Yale Premier Letter Opener,Corporate,United States,Seattle,Washington,Office Supplies,Supplies,-0.265492,-0.756643,-0.114088
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Home Office,United States,Perth Amboy,New Jersey,Office Supplies,Paper,-0.349957,-0.756643,-0.097736
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Home Office,United States,Perth Amboy,New Jersey,Office Supplies,Storage,-0.101744,-0.756643,0.048201
"Acco Banker's Clasps, 5 3/4""-Long",Consumer,United States,San Francisco,California,Office Supplies,Fasteners,-0.364206,-0.756643,-0.116557
Eldon Portable Mobile Manager,Corporate,United States,Freeport,Illinois,Office Supplies,Storage,-0.296223,0.212153,-0.105434
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Art,-0.272706,0.212153,-0.0616
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Appliances,-0.330805,0.212153,-0.094517
Xerox 1897,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.356041,0.212153,-0.110005
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Appliances,-0.339623,0.212153,-0.113595
SanDisk Cruzer 16 GB USB Flash Drive,Consumer,United States,Philadelphia,Pennsylvania,Technology,Accessories,-0.324617,0.212153,-0.123806
Fellowes Bankers Box Stor/Drawer Steel Plus,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,-0.245672,0.212153,-0.163292
Avery 480,Consumer,United States,Jacksonville,Florida,Office Supplies,Labels,-0.364013,0.212153,-0.117853
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Consumer,United States,Pembroke Pines,Florida,Office Supplies,Labels,-0.342255,0.212153,-0.097593
24-Hour Round Wall Clock,Corporate,United States,Seattle,Washington,Furniture,Furnishings,-0.240588,-0.756643,0.02437
Logitech Media Keyboard K200,Corporate,United States,Seattle,Washington,Technology,Accessories,-0.256538,-0.756643,-0.065574
Polycom SoundPoint Pro SE-225 Corded phone,Consumer,United States,Detroit,Michigan,Technology,Phones,-0.177897,-0.756643,0.019895
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Consumer,United States,Detroit,Michigan,Furniture,Furnishings,0.069129,-0.756643,0.005834
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Consumer,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.344745,0.212153,-0.115929
GBC Wire Binding Combs,Consumer,United States,Logan,Utah,Office Supplies,Binders,-0.315734,0.212153,-0.074663
Carina Double Wide Media Storage Towers in Natural & Black,Consumer,United States,Logan,Utah,Office Supplies,Storage,-0.238887,-0.756643,-0.108507
Imation 30456 USB Flash Drive 8GB,Consumer,United States,Logan,Utah,Technology,Accessories,-0.235967,-0.756643,-0.094058
Staple magnet,Consumer,United States,Logan,Utah,Office Supplies,Storage,-0.334553,-0.756643,-0.097715
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Consumer,United States,Logan,Utah,Office Supplies,Binders,-0.269265,0.212153,-0.036249
Acco Hot Clips Clips to Go,Consumer,United States,Auburn,New York,Office Supplies,Fasteners,-0.321315,-0.756643,-0.065454
Revere Boxed Rubber Bands by Revere,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,-0.351844,0.212153,-0.132502
"Computer Room Manger, 14""",Consumer,United States,Tucson,Arizona,Furniture,Furnishings,-0.28544,0.212153,-0.077966
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer,United States,Tucson,Arizona,Technology,Accessories,-0.253335,0.212153,-0.030156
Xerox 1954,Consumer,United States,Tucson,Arizona,Office Supplies,Paper,-0.355271,0.212153,-0.111065
GBC Plastic Binding Combs,Consumer,United States,Detroit,Michigan,Office Supplies,Binders,-0.321459,-0.756643,-0.060586
Hon Valutask Swivel Chairs,Consumer,United States,Detroit,Michigan,Furniture,Chairs,0.117266,-0.756643,0.084583
Harbour Creations 67200 Series Stacking Chairs,Consumer,United States,Detroit,Michigan,Furniture,Chairs,-0.140398,-0.756643,0.041752
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Consumer,United States,Detroit,Michigan,Furniture,Furnishings,-0.028446,-0.756643,-0.058945
Newell 348,Home Office,United States,Austin,Texas,Office Supplies,Art,-0.360406,0.212153,-0.119815
Safco Commercial Shelving,Home Office,United States,Austin,Texas,Office Supplies,Storage,-0.24942,0.212153,-0.185871
Xerox 1927,Home Office,United States,Austin,Texas,Office Supplies,Paper,-0.357839,0.212153,-0.1132
Acme Forged Steel Scissors with Black Enamel Handles,Consumer,United States,Waterbury,Connecticut,Office Supplies,Supplies,-0.264256,-0.756643,-0.041655
Avery 519,Consumer,United States,Waterbury,Connecticut,Office Supplies,Labels,-0.345368,-0.756643,-0.093002
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Consumer,United States,Waterbury,Connecticut,Furniture,Furnishings,-0.090848,-0.756643,-0.04838
"Trav-L-File Heavy-Duty Shuttle II, Black",Consumer,United States,Los Angeles,California,Office Supplies,Storage,-0.159091,-0.756643,0.045064
Newell 328,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.350085,-0.756643,-0.109371
Enermax Briskie RF Wireless Keyboard and Mouse Combo,Consumer,United States,Los Angeles,California,Technology,Accessories,-0.268845,-0.756643,-0.026576
Xerox 224,Consumer,United States,Huntsville,Texas,Office Supplies,Paper,-0.3106,0.212153,-0.068116
Aastra 6757i CT Wireless VoIP phone,Consumer,United States,Portland,Oregon,Technology,Phones,0.18428,0.212153,0.043212
VTech DS6151,Consumer,United States,Louisville,Colorado,Technology,Phones,-0.045368,0.212153,-0.03628
Rogers Handheld Barrel Pencil Sharpener,Consumer,United States,Baltimore,Maryland,Office Supplies,Art,-0.355637,-0.756643,-0.112861
Xerox 1894,Corporate,United States,San Francisco,California,Office Supplies,Paper,-0.296043,-0.756643,-0.029388
Xerox 19,Home Office,United States,Los Angeles,California,Office Supplies,Paper,-0.269407,-0.756643,-0.003308
Staples in misc. colors,Home Office,United States,Seattle,Washington,Office Supplies,Art,-0.356664,-0.756643,-0.109716
Avery 493,Consumer,United States,Athens,Georgia,Office Supplies,Labels,-0.345191,-0.756643,-0.091523
"Sauder Camden County Collection Libraries, Planked Cherry Finish",Home Office,United States,New York City,New York,Furniture,Bookcases,0.073962,0.212153,-0.284315
Wilson Jones Legal Size Ring Binders,Consumer,United States,San Francisco,California,Office Supplies,Binders,-0.171232,0.212153,0.074801
SanDisk Cruzer 4 GB USB Flash Drive,Consumer,United States,Dallas,Texas,Technology,Accessories,-0.343834,0.212153,-0.108206
Tops Wirebound Message Log Books,Consumer,United States,San Diego,California,Office Supplies,Paper,-0.35299,-0.756643,-0.102954
Memorex Froggy Flash Drive 8 GB,Consumer,United States,San Diego,California,Technology,Accessories,-0.283383,-0.756643,-0.03368
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Consumer,United States,San Diego,California,Furniture,Furnishings,-0.336863,-0.756643,-0.081517
"ACCOHIDE 3-Ring Binder, Blue, 1""",Home Office,United States,Lewiston,Maine,Office Supplies,Binders,-0.355573,-0.756643,-0.105763
Recycled Easel Ring Binders,Home Office,United States,Lewiston,Maine,Office Supplies,Binders,-0.320946,-0.756643,-0.065012
Lenovo 17-Key USB Numeric Keypad,Home Office,United States,Lewiston,Maine,Technology,Accessories,-0.259747,-0.756643,-0.05849
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Consumer,United States,Long Beach,California,Office Supplies,Labels,-0.270851,-0.756643,-0.00243
Hon 61000 Series Interactive Training Tables,Consumer,United States,Long Beach,California,Furniture,Tables,-0.311793,0.212153,-0.126129
Avery 483,Consumer,United States,Seattle,Washington,Office Supplies,Labels,-0.352845,-0.756643,-0.102777
"Dixon Ticonderoga Maple Cedar Pencil, #2",Consumer,United States,Seattle,Washington,Office Supplies,Art,-0.354049,-0.756643,-0.112506
Acme Forged Steel Scissors with Black Enamel Handles,Consumer,United States,Seattle,Washington,Office Supplies,Supplies,-0.324011,-0.756643,-0.087758
Advantus Map Pennant Flags and Round Head Tacks,Consumer,United States,Rochester,Minnesota,Office Supplies,Fasteners,-0.356151,-0.756643,-0.111544
Recycled Steel Personal File for Standard File Folders,Consumer,United States,Rochester,Minnesota,Office Supplies,Storage,-0.013957,-0.756643,0.123137
GBC ProClick Punch Binding System,Consumer,United States,Rochester,Minnesota,Office Supplies,Binders,-0.163504,-0.756643,0.145331
Avery Hole Reinforcements,Consumer,United States,Rochester,Minnesota,Office Supplies,Binders,-0.338837,-0.756643,-0.08324
"Elite 5"" Scissors",Corporate,United States,San Francisco,California,Office Supplies,Supplies,-0.328151,-0.756643,-0.08987
"Executive Impressions 10"" Spectator Wall Clock",Corporate,United States,San Francisco,California,Furniture,Furnishings,-0.312217,-0.756643,-0.071128
Xerox 1898,Corporate,United States,Seattle,Washington,Office Supplies,Paper,-0.315234,-0.756643,-0.053895
ARKON Windshield Dashboard Air Vent Car Mount Holder,Consumer,United States,Franklin,Tennessee,Technology,Phones,-0.303552,0.212153,-0.161409
Office Star - Mesh Screen back chair with Vinyl seat,Consumer,United States,Jackson,Tennessee,Furniture,Chairs,-0.032557,0.212153,-0.222983
AmazonBasics 3-Button USB Wired Mouse,Consumer,United States,Austin,Texas,Technology,Accessories,-0.332935,0.212153,-0.094883
14-7/8 x 11 Blue Bar Computer Printout Paper,Consumer,United States,Pembroke Pines,Florida,Office Supplies,Paper,-0.183825,0.212153,0.049933
