Product Name,Segment,Country,State,Category,Sub-Category,Sales,Discount,Profit,Cluster
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Consumer,United States,Georgia,Office Supplies,Storage,0.305602,-1.0,0.922864,0
Acme Preferred Stainless Steel Scissors,Corporate,United States,California,Office Supplies,Supplies,-0.268485,-1.0,-0.015653,3
Bevis Steel Folding Chairs,Corporate,United States,California,Furniture,Chairs,0.555393,0.0,0.518799,2
White Computer Printout Paper by Universal,Corporate,United States,California,Office Supplies,Paper,0.299147,-1.0,1.73225,0
Sensible Storage WireTech Storage Systems,Corporate,United States,California,Office Supplies,Storage,0.710902,-1.0,0.328563,0
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Corporate,United States,Texas,Office Supplies,Paper,-0.098539,0.0,0.24787,2
Newell 34,Consumer,United States,Ohio,Office Supplies,Art,0.281612,0.0,-0.012132,2
"Quartet Omega Colored Chalk, 12/Pack",Corporate,United States,California,Office Supplies,Art,-0.645787,-1.0,-0.115736,3
"Elite 5"" Scissors",Corporate,United States,California,Office Supplies,Supplies,-0.488,-1.0,-0.131066,3
Advantus Panel Wall Certificate Holder - 8.5x11,Corporate,United States,California,Furniture,Furnishings,-0.332272,-1.0,0.057434,3
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Consumer,United States,Massachusetts,Office Supplies,Paper,0.189159,-1.0,1.200126,0
O'Sullivan Living Dimensions 2-Shelf Bookcases,Corporate,United States,Wisconsin,Furniture,Bookcases,0.573443,-1.0,0.560786,0
Avery Round Ring Poly Binders,Corporate,United States,Wisconsin,Office Supplies,Binders,-0.780349,-1.0,-0.163818,3
Avery Hidden Tab Dividers for Binding Systems,Consumer,United States,Illinois,Office Supplies,Binders,-1.393456,0.749016,-0.432487,1
Safco Drafting Table,Corporate,United States,Texas,Furniture,Tables,0.238395,0.255488,-0.371147,2
Prang Dustless Chalk Sticks,Corporate,United States,Texas,Office Supplies,Art,-1.48506,0.0,-0.299039,1
Nokia Lumia 521 (T-Mobile),Home Office,United States,Texas,Technology,Phones,0.311113,0.0,0.120803,2
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Corporate,United States,Florida,Office Supplies,Fasteners,-1.357926,0.0,-0.292889,1
"Belkin 19"" Vented Equipment Shelf, Black",Corporate,United States,Pennsylvania,Office Supplies,Storage,0.164956,0.0,-1.067564,2
"Maxell 74 Minute CD-R Spindle, 50/Pack",Consumer,United States,South Carolina,Technology,Accessories,0.057864,-1.0,0.505119,3
"Acco Banker's Clasps, 5 3/4""-Long",Consumer,United States,Florida,Office Supplies,Fasteners,-0.868874,0.0,-0.231438,1
Xerox 224,Consumer,United States,Florida,Office Supplies,Paper,-0.696697,0.0,-0.183826,1
Logitech Wireless Anywhere Mouse MX for PC and Mac,Consumer,United States,Florida,Technology,Accessories,0.691453,0.0,1.198162,0
OtterBox Defender Series Case - Samsung Galaxy S4,Home Office,United States,Florida,Technology,Phones,0.111601,0.0,0.012011,2
Xerox 1912,Consumer,United States,New York,Office Supplies,Paper,-0.148003,-1.0,0.345374,3
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Home Office,United States,Kansas,Technology,Phones,0.618459,-1.0,0.083201,3
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Consumer,United States,Pennsylvania,Technology,Phones,0.61318,0.429282,1.144739,0
"""While you Were Out"" Message Book, One Form per Page",Consumer,United States,Tennessee,Office Supplies,Paper,-0.761599,0.0,-0.194457,1
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Home Office,United States,Florida,Technology,Accessories,-0.111805,0.0,-0.013878,2
Acco Economy Flexible Poly Round Ring Binder,Home Office,United States,Ohio,Office Supplies,Binders,-1.190381,0.701566,-0.416185,1
Faber Castell Col-Erase Pencils,Consumer,United States,Texas,Office Supplies,Art,-1.103147,0.0,-0.279643,1
"BOSTON Ranger #55 Pencil Sharpener, Black",Consumer,United States,Texas,Office Supplies,Art,0.054446,0.0,-0.060013,2
"Advantus Push Pins, Aluminum Head",Home Office,United States,Nebraska,Office Supplies,Fasteners,-0.259011,-1.0,0.01232,3
Vinyl Sectional Post Binders,Home Office,United States,California,Office Supplies,Binders,0.466488,0.0,2.119087,0
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Corporate,United States,Pennsylvania,Office Supplies,Binders,-1.054132,0.701566,-0.445718,1
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Corporate,United States,Pennsylvania,Office Supplies,Art,-0.510478,0.0,-0.236166,1
Peel-Off China Markers,Consumer,United States,New York,Office Supplies,Art,-0.248492,-1.0,0.139482,3
Recycled Steel Personal File for Hanging File Folders,Consumer,United States,California,Office Supplies,Storage,0.019816,-1.0,0.204447,3
Balt Split Level Computer Training Table,Consumer,United States,California,Furniture,Tables,0.688327,0.0,-0.954918,2
Dixon Ticonderoga Core-Lock Colored Pencils,Consumer,United States,California,Office Supplies,Art,-0.16468,-1.0,0.121861,3
SAFCO Folding Chair Trolley,Consumer,United States,North Carolina,Furniture,Chairs,0.250779,0.0,0.05784,2
Maxell 4.7GB DVD-R,Consumer,United States,North Carolina,Technology,Accessories,-0.362677,0.0,-0.09857,1
Xerox 1944,Consumer,United States,North Carolina,Office Supplies,Paper,0.212672,0.0,0.902413,0
Staple remover,Consumer,United States,North Carolina,Office Supplies,Supplies,-0.607713,0.0,-0.264495,1
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Consumer,United States,North Carolina,Office Supplies,Envelopes,-0.181289,0.0,0.161786,2
Xerox 1916,Consumer,United States,North Carolina,Office Supplies,Paper,-0.135027,0.0,0.217983,2
Newell 317,Corporate,United States,Florida,Office Supplies,Art,-0.642869,0.0,-0.268687,1
Wilson Jones Leather-Like Binders with DublLock Round Rings,Corporate,United States,Florida,Office Supplies,Binders,-0.984575,0.701566,-0.469602,1
"SlimView Poly Binder, 3/8""",Corporate,United States,Florida,Office Supplies,Binders,-1.032369,0.701566,-0.458711,1
VTech DS6151,Corporate,United States,Florida,Technology,Phones,0.243909,0.0,0.051309,2
"Global Push Button Manager's Chair, Indigo",Corporate,United States,Florida,Furniture,Chairs,0.386294,0.0,0.281489,2
Avery 515,Consumer,United States,Wisconsin,Office Supplies,Labels,-0.321029,-1.0,0.112913,3
Avery 476,Consumer,United States,Illinois,Office Supplies,Labels,-0.420129,0.0,-0.080951,1
Jabra SPEAK 410 Multidevice Speakerphone,Consumer,United States,Florida,Technology,Phones,0.999082,0.0,1.537151,0
Xerox 1921,Consumer,United States,Florida,Office Supplies,Paper,-0.511757,0.0,-0.133808,1
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Consumer,United States,Alabama,Technology,Phones,0.038648,-1.0,-0.317812,3
Pressboard Data Binders by Wilson Jones,Consumer,United States,New York,Office Supplies,Binders,-0.606109,0.0,-0.158304,1
"O'Sullivan Elevations Bookcase, Cherry Finish",Consumer,United States,New York,Furniture,Bookcases,0.667805,0.0,-0.9189,2
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Consumer,United States,New York,Office Supplies,Paper,-0.438606,-1.0,0.009235,3
Durable Pressboard Binders,Consumer,United States,New York,Office Supplies,Binders,-0.455514,0.0,-0.091411,1
Wilson Jones Easy Flow II Sheet Lifters,Consumer,United States,New York,Office Supplies,Binders,-0.601332,0.0,-0.150596,1
"Fellowes Personal Hanging Folder Files, Navy",Corporate,United States,Texas,Office Supplies,Storage,0.268661,0.0,0.075426,2
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Corporate,United States,Michigan,Furniture,Chairs,-0.295318,-1.0,-0.043919,3
Belkin Premiere Surge Master II 8-outlet surge protector,Corporate,United States,Michigan,Office Supplies,Appliances,0.18846,-0.387938,0.354358,2
"Executive Impressions 13"" Chairman Wall Clock",Consumer,United States,Delaware,Furniture,Furnishings,0.133909,-1.0,0.648892,0
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Consumer,United States,Delaware,Office Supplies,Binders,-0.417227,-1.0,0.025968,3
Global Executive Mid-Back Manager's Chair,Corporate,United States,Ohio,Furniture,Chairs,0.898987,0.255488,-1.664158,2
Binder Clips by OIC,Corporate,United States,Arizona,Office Supplies,Fasteners,-1.2951,0.0,-0.286983,1
Things To Do Today Spiral Book,Corporate,United States,Arizona,Office Supplies,Paper,-0.437979,0.0,-0.064636,1
Tensor Computer Mounted Lamp,Consumer,United States,Nevada,Furniture,Furnishings,0.353432,-1.0,0.990501,0
Logitech Illuminated Ultrathin Keyboard with Backlighting,Consumer,United States,Nevada,Technology,Accessories,0.445305,-1.0,2.198534,0
"Situations Contoured Folding Chairs, 4/Set",Corporate,United States,Tennessee,Furniture,Chairs,0.443951,0.0,0.071908,2
Avery Non-Stick Binders,Corporate,United States,California,Office Supplies,Binders,-0.852602,0.0,-0.23467,1
Serrated Blade or Curved Handle Hand Letter Openers,Corporate,United States,California,Office Supplies,Supplies,-0.90914,-1.0,-0.315468,3
Premier Automatic Letter Opener,Corporate,United States,California,Office Supplies,Supplies,0.816943,-1.0,0.208593,0
O'Sullivan Living Dimensions 2-Shelf Bookcases,Corporate,United States,California,Furniture,Bookcases,0.902264,-0.172979,-1.717809,2
Eldon Portable Mobile Manager,Corporate,United States,California,Office Supplies,Storage,0.373821,-1.0,1.061854,0
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Home Office,United States,Michigan,Office Supplies,Storage,0.831729,-1.0,-0.317812,2
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Consumer,United States,Arkansas,Technology,Accessories,-0.181977,-1.0,0.243131,3
Xerox 1881,Corporate,United States,Missouri,Office Supplies,Paper,0.181743,-1.0,1.141306,0
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Home Office,United States,Massachusetts,Furniture,Furnishings,0.178715,-1.0,0.211441,3
"Eldon 300 Class Desk Accessories, Black",Home Office,United States,California,Furniture,Furnishings,-1.007847,-1.0,-0.237138,3
Sterilite Show Offs Storage Containers,Home Office,United States,California,Office Supplies,Storage,-0.299119,-1.0,-0.317812,3
Storex Dura Pro Binders,Consumer,United States,Texas,Office Supplies,Binders,-1.140068,0.749016,-0.554355,1
Jabra SPEAK 410 Multidevice Speakerphone,Consumer,United States,Texas,Technology,Phones,0.999082,0.0,1.537151,0
Newell 320,Consumer,United States,Texas,Office Supplies,Art,-0.700668,0.0,-0.284388,1
LG Exalt,Home Office,United States,Illinois,Technology,Phones,0.326241,0.0,0.081783,2
GBC Poly Designer Binding Covers,Consumer,United States,New York,Office Supplies,Binders,-0.12439,0.0,0.213711,2
"Avery Durable Plastic 1"" Binders",Consumer,United States,New York,Office Supplies,Binders,-0.675481,0.0,-0.17206,1
Economy #2 Pencils,Consumer,United States,California,Office Supplies,Art,-0.685638,-1.0,-0.215487,3
WD My Passport Ultra 2TB Portable External Hard Drive,Consumer,United States,California,Technology,Accessories,0.56743,-1.0,1.05835,0
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Consumer,United States,Indiana,Technology,Accessories,0.40934,-1.0,1.694712,0
Maxell DVD-RAM Discs,Consumer,United States,California,Technology,Accessories,0.391901,-1.0,1.974067,0
"Global Leather and Oak Executive Chair, Black",Consumer,United States,California,Furniture,Chairs,0.571669,0.0,0.664657,0
Global Chrome Stack Chair,Consumer,United States,California,Furniture,Chairs,0.48842,0.0,0.29437,2
Xerox 196,Consumer,United States,California,Office Supplies,Paper,-0.650202,-1.0,-0.109352,3
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Consumer,United States,California,Office Supplies,Envelopes,-0.641418,-1.0,-0.109367,3
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Consumer,United States,California,Furniture,Chairs,1.00638,0.0,1.202611,0
Staple envelope,Consumer,United States,Tennessee,Office Supplies,Envelopes,-0.348627,0.0,-0.03776,2
Nortel Networks T7316 E Nt8 B27,Consumer,United States,Tennessee,Technology,Phones,0.273466,0.0,-0.067967,2
Xerox 1971,Consumer,United States,Tennessee,Office Supplies,Paper,-0.700668,0.0,-0.199192,1
Canvas Sectional Post Binders,Consumer,United States,Florida,Office Supplies,Binders,-0.145291,0.701566,-1.345673,1
"Tenex File Box, Personal Filing Tote with Lid, Black",Corporate,United States,Illinois,Office Supplies,Storage,-0.03788,0.0,-0.180394,2
Adjustable Personal File Tote,Corporate,United States,Illinois,Office Supplies,Storage,-0.018199,0.0,-0.173621,2
Xerox 1895,Consumer,United States,Arizona,Office Supplies,Paper,-0.73096,0.0,-0.207271,1
"Belkin 19"" Vented Equipment Shelf, Black",Consumer,United States,Arizona,Office Supplies,Storage,0.164956,0.0,-1.067564,2
"Eldon ""L"" Workstation Diamond Chairmat",Consumer,United States,Arizona,Furniture,Furnishings,0.720526,0.0,-1.724686,2
"DAX Copper Panel Document Frame, 5 x 7 Size",Consumer,United States,Arizona,Furniture,Furnishings,-0.123571,0.0,0.087262,2
Newell 322,Corporate,United States,Tennessee,Office Supplies,Art,-1.058834,0.0,-0.303568,1
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Consumer,United States,Illinois,Office Supplies,Binders,-0.629697,0.749016,-1.108425,1
Plantronics Encore H101 Dual Earpieces Headset,Consumer,United States,Indiana,Technology,Phones,0.35581,-1.0,1.046838,0
"Sanford Colorific Scented Colored Pencils, 12/Pack",Consumer,United States,Georgia,Office Supplies,Art,-0.778358,-1.0,-0.219634,3
Mophie Juice Pack Helium for iPhone,Consumer,United States,Georgia,Technology,Phones,0.570435,-1.0,2.095351,0
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,Consumer,United States,Texas,Technology,Accessories,0.626246,0.0,1.447802,0
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Home Office,United States,Illinois,Office Supplies,Binders,-0.712977,0.749016,-0.947847,1
"Maxell 74 Minute CDR, 10/Pack",Home Office,United States,Arkansas,Technology,Accessories,-0.043927,-1.0,0.341112,3
Binder Clips by OIC,Corporate,United States,Texas,Office Supplies,Fasteners,-1.141395,0.0,-0.271638,1
Xerox 1995,Corporate,United States,Texas,Office Supplies,Paper,-0.523447,0.0,-0.11743,1
Binder Clips by OIC,Consumer,United States,Texas,Office Supplies,Fasteners,-1.2951,0.0,-0.286983,1
Logitech G602 Wireless Gaming Mouse,Consumer,United States,Ohio,Technology,Accessories,0.335894,0.0,0.611111,2
Xerox 21,Corporate,United States,Texas,Office Supplies,Paper,-0.696697,0.0,-0.183826,1
Micro Innovations Wireless Classic Keyboard with Mouse,Home Office,United States,Pennsylvania,Technology,Accessories,-0.051631,0.0,-0.362849,2
Bionaire 99.97% HEPA Air Cleaner,Home Office,United States,Pennsylvania,Office Supplies,Appliances,0.233432,0.0,0.352036,2
Fellowes High-Stak Drawer Files,Home Office,United States,Pennsylvania,Office Supplies,Storage,0.871633,0.0,0.450978,2
Cardinal Slant-D Ring Binders,Home Office,United States,Pennsylvania,Office Supplies,Binders,-0.694233,0.701566,-0.581708,1
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Home Office,United States,Pennsylvania,Technology,Phones,-0.543164,0.429282,-0.439243,1
Speck Products Candyshell Flip Case,Home Office,United States,Pennsylvania,Technology,Phones,-0.106249,0.429282,-0.690822,2
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Home Office,United States,Pennsylvania,Furniture,Furnishings,-0.829706,0.0,-0.230068,1
LG G3,Consumer,United States,Texas,Technology,Phones,0.809412,0.0,1.587724,0
Xerox 203,Corporate,United States,New York,Office Supplies,Paper,-0.428433,-1.0,0.024152,3
Ultra Door Push Plate,Corporate,United States,New York,Furniture,Furnishings,-0.719873,-1.0,-0.198068,3
"Global Fabric Manager's Chair, Dark Gray",Consumer,United States,Arizona,Furniture,Chairs,0.424118,0.0,0.051991,2
Riverleaf Stik-Withit Designer Note Cubes,Consumer,United States,Arizona,Office Supplies,Paper,-0.508779,0.0,-0.125175,1
Acco Expandable Hanging Binders,Consumer,United States,Arizona,Office Supplies,Binders,-0.825707,0.701566,-0.550065,1
"Decoflex Hanging Personal Folder File, Blue",Corporate,United States,Virginia,Office Supplies,Storage,0.049943,-1.0,0.289188,3
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Corporate,United States,Virginia,Office Supplies,Binders,0.064496,-1.0,0.794222,0
Polycom CX300 Desktop Phone USB VoIP phone,Consumer,United States,Illinois,Technology,Phones,0.71592,0.0,0.983879,0
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Consumer,United States,Illinois,Office Supplies,Paper,-0.316285,0.0,-0.027148,2
HP Office Paper (20Lb. and 87 Bright),Consumer,United States,Illinois,Office Supplies,Paper,-0.294058,0.0,0.024908,2
Eldon Gobal File Keepers,Consumer,United States,Washington,Office Supplies,Storage,-0.241675,-1.0,-0.272821,3
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Consumer,United States,Washington,Office Supplies,Storage,0.024716,-1.0,0.273552,3
"Executive Impressions 12"" Wall Clock",Consumer,United States,Washington,Furniture,Furnishings,-0.177376,-1.0,0.172684,3
GBC Prestige Therm-A-Bind Covers,Consumer,United States,Washington,Office Supplies,Binders,0.362488,0.0,1.352536,0
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Consumer,United States,Texas,Furniture,Bookcases,0.572497,0.295614,-0.860173,2
Xerox 1993,Consumer,United States,Texas,Office Supplies,Paper,-0.988849,0.0,-0.24815,1
"BOSTON Ranger #55 Pencil Sharpener, Black",Consumer,United States,Texas,Office Supplies,Art,0.384759,0.0,0.279085,2
"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Corporate,United States,Pennsylvania,Office Supplies,Art,-0.966506,0.0,-0.256917,1
Logitech Trackman Marble Mouse,Corporate,United States,Pennsylvania,Technology,Accessories,-0.051631,0.0,0.164232,2
"OIC #2 Pencils, Medium Soft",Consumer,United States,California,Office Supplies,Art,-0.738511,-1.0,-0.216972,3
Avery 505,Consumer,United States,California,Office Supplies,Labels,0.122612,-1.0,1.019733,0
Ooma Telo VoIP Home Phone System,Consumer,United States,California,Technology,Phones,0.5065,0.0,0.142639,2
Staple envelope,Consumer,United States,Texas,Office Supplies,Envelopes,-0.263326,0.0,0.024631,2
Xerox 188,Consumer,United States,Texas,Office Supplies,Paper,-0.286337,0.0,0.043563,2
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Consumer,United States,Texas,Furniture,Chairs,0.498697,0.255488,-1.292985,2
"Master Caster Door Stop, Large Neon Orange",Consumer,United States,New York,Furniture,Furnishings,-0.551587,-1.0,-0.087589,3
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Consumer,United States,New York,Office Supplies,Binders,-1.200824,0.0,-0.279576,1
Xerox 2,Consumer,United States,Tennessee,Office Supplies,Paper,-0.306832,0.0,0.014736,2
Compact Automatic Electric Letter Opener,Consumer,United States,New York,Office Supplies,Supplies,1.003551,-1.0,0.290985,0
Xerox 196,Consumer,United States,California,Office Supplies,Paper,-0.477051,-1.0,-0.006176,3
Xerox 194,Consumer,United States,Florida,Office Supplies,Paper,-0.083491,0.0,0.24878,2
Staple remover,Consumer,United States,Florida,Office Supplies,Supplies,-1.214082,0.0,-0.34263,1
4009 Highlighters by Sanford,Home Office,United States,Texas,Office Supplies,Art,-0.903312,0.0,-0.27935,1
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Home Office,United States,Texas,Office Supplies,Labels,-0.044361,0.0,0.261102,2
Xerox 1881,Home Office,United States,Texas,Office Supplies,Paper,-0.423914,0.0,-0.074083,1
"Global Value Steno Chair, Gray",Home Office,United States,Texas,Furniture,Chairs,0.592673,0.255488,-1.015695,2
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Consumer,United States,New York,Office Supplies,Binders,-0.479317,0.0,-0.09576,1
RCA ViSYS 25423RE1 Corded phone,Corporate,United States,Colorado,Technology,Phones,0.420418,0.0,0.193278,2
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Consumer,United States,Massachusetts,Office Supplies,Paper,-0.609996,-1.0,-0.102869,3
Advantus Panel Wall Acrylic Frame,Consumer,United States,Michigan,Furniture,Furnishings,-0.966657,-1.0,-0.230727,3
Newell 319,Consumer,United States,Michigan,Office Supplies,Art,0.150286,-1.0,0.546841,3
"Eldon Expressions Wood Desk Accessories, Oak",Consumer,United States,California,Furniture,Furnishings,-0.373312,-1.0,-0.081761,3
GBC ProClick Spines for 32-Hole Punch,Consumer,United States,Tennessee,Office Supplies,Binders,-0.660795,0.701566,-0.646615,1
Newell 333,Consumer,United States,Tennessee,Office Supplies,Art,-1.05148,0.0,-0.305377,1
3M Polarizing Light Filter Sleeves,Consumer,United States,Tennessee,Furniture,Furnishings,-0.080038,0.0,0.213104,2
Avery Heavy-Duty EZD View Binder with Locking Rings,Corporate,United States,Michigan,Office Supplies,Binders,-0.144319,-1.0,0.323651,3
OtterBox Defender Series Case - Samsung Galaxy S4,Corporate,United States,Michigan,Technology,Phones,0.396028,-1.0,1.304963,0
Newell 320,Home Office,United States,California,Office Supplies,Art,-0.605309,-1.0,-0.189768,3
Tensor Computer Mounted Lamp,Home Office,United States,California,Furniture,Furnishings,-0.080862,-1.0,0.123154,3
Newell 348,Consumer,United States,Pennsylvania,Office Supplies,Art,-0.813923,0.0,-0.284878,1
Newell 350,Corporate,United States,North Carolina,Office Supplies,Art,-0.813923,0.0,-0.284878,1
Boston 16801 Nautilus Battery Pencil Sharpener,Consumer,United States,New York,Office Supplies,Art,0.191124,-1.0,0.513851,3
GBC Durable Plastic Covers,Home Office,United States,Colorado,Office Supplies,Binders,-0.119714,0.701566,-1.570295,1
Avery Poly Binder Pockets,Corporate,United States,Texas,Office Supplies,Binders,-0.94753,0.749016,-0.666536,1
Xerox 1928,Corporate,United States,Texas,Office Supplies,Paper,-0.103792,0.0,0.164391,2
Xerox 1895,Consumer,United States,California,Office Supplies,Paper,-0.005006,-1.0,0.561612,3
Newell 34,Home Office,United States,Michigan,Office Supplies,Art,0.150286,-1.0,0.432648,3
"Memo Book, 100 Message Capacity, 5 3/8 x 11",Consumer,United States,New York,Office Supplies,Paper,-0.584517,-1.0,-0.070117,3
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Consumer,United States,New York,Office Supplies,Binders,-0.248351,0.0,0.023473,2
GBC Plastic Binding Combs,Consumer,United States,New York,Office Supplies,Binders,-0.112759,0.0,0.228803,2
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Consumer,United States,Virginia,Furniture,Furnishings,-0.127022,-1.0,0.091148,3
Staples,Home Office,United States,Washington,Office Supplies,Fasteners,-0.759882,-1.0,-0.166103,3
i.Sound Portable Power - 8000 mAh,Home Office,United States,Washington,Technology,Phones,0.176331,0.0,-1.089781,2
Hon 61000 Series Interactive Training Tables,Corporate,United States,New York,Furniture,Tables,-0.008816,0.429282,-1.067053,2
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Corporate,United States,New York,Office Supplies,Appliances,0.014779,-1.0,0.259297,3
"Master Giant Foot Doorstop, Safety Yellow",Home Office,United States,Washington,Furniture,Furnishings,-0.36145,-1.0,0.040852,3
"Global Leather Task Chair, Black",Consumer,United States,California,Furniture,Chairs,0.636412,0.0,-0.453767,2
Xerox 1942,Consumer,United States,California,Office Supplies,Paper,-0.043594,-1.0,0.570632,3
"Bush Westfield Collection Bookcases, Fully Assembled",Consumer,United States,California,Furniture,Bookcases,0.596055,-0.172979,0.562194,0
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Home Office,United States,New Jersey,Office Supplies,Appliances,-0.106621,-1.0,0.066123,3
"Ultra Door Kickplate, 8""H x 34""W",Corporate,United States,Tennessee,Furniture,Furnishings,0.14909,0.0,0.18776,2
DAX Black Cherry Wood-Tone Poster Frame,Consumer,United States,Rhode Island,Furniture,Furnishings,-0.01153,-1.0,0.414327,3
DAX Black Cherry Wood-Tone Poster Frame,Corporate,United States,Florida,Furniture,Furnishings,0.061933,0.0,0.204147,2
"Fiskars 8"" Scissors, 2/Pack",Corporate,United States,Florida,Office Supplies,Supplies,-0.112282,0.0,-0.146249,2
Panasonic KP-380BK Classic Electric Pencil Sharpener,Corporate,United States,Florida,Office Supplies,Art,0.449076,0.0,0.07724,2
Boston 1900 Electric Pencil Sharpener,Consumer,United States,Wisconsin,Office Supplies,Art,-0.539443,-1.0,-0.152132,3
"Bush Westfield Collection Bookcases, Medium Cherry Finish",Corporate,United States,Florida,Furniture,Bookcases,0.557986,0.0,-0.104475,2
DAX Cubicle Frames - 8x10,Home Office,United States,Washington,Furniture,Furnishings,0.061416,-1.0,0.375284,3
WD My Passport Ultra 1TB Portable External Hard Drive,Home Office,United States,Washington,Technology,Accessories,0.700888,-1.0,1.791763,0
Canon PC170 Desktop Personal Copier,Consumer,United States,Texas,Technology,Machines,0.636339,0.429282,0.897698,0
"White Envelopes, White Envelopes with Clear Poly Window",Consumer,United States,Texas,Office Supplies,Envelopes,-0.162867,0.0,0.117145,2
Staples in misc. colors,Consumer,United States,Georgia,Office Supplies,Art,-1.394963,-1.0,-0.299248,3
Xerox 201,Consumer,United States,Georgia,Office Supplies,Paper,-0.306832,-1.0,0.136941,3
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Consumer,United States,Georgia,Technology,Accessories,0.248306,-1.0,0.460501,3
Newell 320,Corporate,United States,Colorado,Office Supplies,Art,-0.87279,0.0,-0.295503,1
Xerox 1972,Consumer,United States,Pennsylvania,Office Supplies,Paper,-0.783956,0.0,-0.220135,1
Recycled Eldon Regeneration Jumbo File,Consumer,United States,Pennsylvania,Office Supplies,Storage,-0.133514,0.0,-0.1728,2
Newell 336,Home Office,United States,Wisconsin,Office Supplies,Art,-0.482489,-1.0,-0.134912,3
Avery 474,Consumer,United States,Georgia,Office Supplies,Labels,-0.774403,-1.0,-0.161665,3
Xerox 1962,Consumer,United States,Georgia,Office Supplies,Paper,-0.387698,-1.0,0.035003,3
Xerox 1890,Consumer,United States,Georgia,Office Supplies,Paper,0.232511,-1.0,1.446013,0
Maxell LTO Ultrium - 800 GB,Consumer,United States,Georgia,Technology,Accessories,0.588095,-1.0,1.407613,0
"Acco Six-Outlet Power Strip, 4' Cord Length",Consumer,United States,Georgia,Office Supplies,Appliances,-0.307806,-1.0,-0.070715,3
"Padded Folding Chairs, Black, 4/Carton",Consumer,United States,Pennsylvania,Furniture,Chairs,0.443305,0.255488,-0.501724,2
Panasonic Kx-TS550,Consumer,United States,Pennsylvania,Technology,Phones,0.16693,0.429282,-0.898016,2
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Consumer,United States,Pennsylvania,Furniture,Chairs,1.010887,0.255488,-0.317812,2
"O'Sullivan Elevations Bookcase, Cherry Finish",Corporate,United States,California,Furniture,Bookcases,0.867283,-0.172979,-0.077079,2
Jackery Bar Premium Fast-charging Portable Charger,Corporate,United States,California,Technology,Phones,0.224308,0.0,0.938952,0
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Corporate,United States,Texas,Office Supplies,Paper,-0.250263,0.0,0.048855,2
BIC Brite Liner Grip Highlighters,Corporate,United States,Texas,Office Supplies,Art,-0.748416,0.0,-0.21168,1
Pyle PMP37LED,Corporate,United States,Texas,Technology,Phones,0.405058,0.0,0.173024,2
