Product Name,Segment,Country,State,Category,Sub-Category,Sales,Discount,Profit
"Tennsco Lockers, Sand",Home Office,United States,Texas,Office Supplies,Storage,0.398801,0.0,-0.040512
"DAX Copper Panel Document Frame, 5 x 7 Size",Consumer,United States,Texas,Furniture,Furnishings,-0.319352,0.637883,-0.749447
Wilson Jones Impact Binders,Consumer,United States,Texas,Office Supplies,Binders,-0.913427,0.749016,-0.684584
Newell 348,Consumer,United States,Texas,Office Supplies,Art,-0.346045,0.0,-0.219517
KeyTronic KT800P2 - Keyboard - Black,Consumer,United States,Texas,Technology,Accessories,-0.338679,0.0,-0.340317
Avery 494,Consumer,United States,Texas,Office Supplies,Labels,-1.340084,0.0,-0.292555
Accohide Poly Flexible Ring Binders,Consumer,United States,Texas,Office Supplies,Binders,-1.047847,0.749016,-0.573288
Staple-based wall hangings,Consumer,United States,California,Furniture,Furnishings,-0.25657,-1.0,0.151971
Xerox 202,Corporate,United States,Georgia,Office Supplies,Paper,-0.896002,-1.0,-0.202849
Avery Reinforcements for Hole-Punch Pages,Corporate,United States,Colorado,Office Supplies,Binders,-1.521787,0.701566,-0.354952
Hon Valutask Swivel Chairs,Consumer,United States,New York,Furniture,Chairs,0.616725,-0.387938,0.344119
"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Consumer,United States,New York,Office Supplies,Paper,-0.14174,-1.0,0.341523
SanDisk Cruzer 64 GB USB Flash Drive,Consumer,United States,New York,Technology,Accessories,0.115249,-1.0,0.474341
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Consumer,United States,New York,Office Supplies,Storage,-0.07423,-1.0,0.14673
"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Consumer,United States,New York,Office Supplies,Paper,-0.575731,-1.0,-0.085079
"Global Leather Task Chair, Black",Consumer,United States,New York,Furniture,Chairs,0.158313,-0.387938,-0.020632
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Consumer,United States,New York,Office Supplies,Binders,-0.641998,0.0,-0.171059
Advantus Push Pins,Consumer,United States,New York,Office Supplies,Fasteners,-1.059576,-1.0,-0.251529
Plantronics Cordless Phone Headset with In-line Volume - M214C,Consumer,United States,New York,Technology,Phones,0.259218,-1.0,0.708479
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Consumer,United States,New York,Technology,Accessories,0.038648,-1.0,0.42387
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Corporate,United States,Florida,Office Supplies,Art,-0.579725,0.0,-0.185674
Logitech Desktop MK120 Mouse and keyboard Combo,Consumer,United States,Texas,Technology,Accessories,0.073651,0.0,-0.628753
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Consumer,United States,Illinois,Office Supplies,Labels,-0.928204,0.0,-0.240011
Insertable Tab Indexes For Data Binders,Consumer,United States,Illinois,Office Supplies,Binders,-1.371395,0.749016,-0.440235
"Global Leather and Oak Executive Chair, Black",Consumer,United States,Ohio,Furniture,Chairs,1.187317,0.255488,-1.125897
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Consumer,United States,Ohio,Office Supplies,Appliances,0.278095,0.0,0.877622
OIC Bulk Pack Metal Binder Clips,Consumer,United States,Ohio,Office Supplies,Fasteners,-0.491748,0.0,-0.117387
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Consumer,United States,Ohio,Furniture,Chairs,1.20036,0.255488,-0.317812
Hon 4070 Series Pagoda Round Back Stacking Chairs,Consumer,United States,Ohio,Furniture,Chairs,0.793584,0.255488,-0.807866
Wilson Jones Leather-Like Binders with DublLock Round Rings,Corporate,United States,California,Office Supplies,Binders,-0.107071,0.0,0.198485
Avery 499,Home Office,United States,New York,Office Supplies,Labels,-0.540584,-1.0,-0.065292
Mophie Juice Pack Helium for iPhone,Corporate,United States,Oregon,Technology,Phones,0.488435,0.0,0.380926
Peel-Off China Markers,Corporate,United States,Oregon,Office Supplies,Art,-0.342204,0.0,-0.076904
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Corporate,United States,Oregon,Furniture,Furnishings,0.760973,0.0,1.888932
Advantus Rolling Drawer Organizers,Consumer,United States,Illinois,Office Supplies,Storage,0.049214,0.0,-0.14761
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Home Office,United States,Texas,Office Supplies,Paper,-0.396498,0.0,-0.067493
Kingston Digital DataTraveler 16GB USB 2.0,Corporate,United States,California,Technology,Accessories,-0.080129,-1.0,-0.005962
Xerox 1947,Corporate,United States,California,Office Supplies,Paper,-0.635661,-1.0,-0.119666
UniKeep View Case Binders,Corporate,United States,California,Office Supplies,Binders,-1.103147,0.0,-0.270595
"Global Value Steno Chair, Gray",Consumer,United States,New York,Furniture,Chairs,0.682944,-0.387938,1.64999
GBC VeloBind Cover Sets,Corporate,United States,California,Office Supplies,Binders,-0.039721,0.0,0.356794
Memorex Froggy Flash Drive 8 GB,Home Office,United States,Virginia,Technology,Accessories,-0.009318,-1.0,0.437468
Staples,Home Office,United States,Virginia,Office Supplies,Fasteners,-1.118914,-1.0,-0.268946
Xerox 1893,Consumer,United States,Tennessee,Office Supplies,Paper,0.429631,0.0,1.819702
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Corporate,United States,California,Furniture,Tables,0.423448,0.0,0.124425
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Consumer,United States,California,Office Supplies,Art,0.490022,-1.0,1.694342
"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Home Office,United States,Texas,Technology,Accessories,-0.279004,0.0,-0.189944
Xerox 1898,Consumer,United States,Florida,Office Supplies,Paper,-0.217799,0.0,0.092772
O'Sullivan Living Dimensions 2-Shelf Bookcases,Consumer,United States,California,Furniture,Bookcases,0.513896,-0.172979,-0.779316
Advantus Rolling Drawer Organizers,Consumer,United States,California,Office Supplies,Storage,0.296359,-1.0,0.769619
Tennsco Industrial Shelving,Consumer,United States,Connecticut,Office Supplies,Storage,0.495437,-1.0,-0.173415
Prismacolor Color Pencil Set,Consumer,United States,Connecticut,Office Supplies,Art,0.308159,-1.0,1.44125
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Consumer,United States,Nebraska,Office Supplies,Paper,-0.414895,-1.0,0.020556
Newell 332,Consumer,United States,California,Office Supplies,Art,-0.642869,-1.0,-0.200469
Newell 332,Corporate,United States,California,Office Supplies,Art,-0.642869,-1.0,-0.200469
Canvas Sectional Post Binders,Corporate,United States,California,Office Supplies,Binders,-0.118693,0.0,0.221048
Ooma Telo VoIP Home Phone System,Consumer,United States,California,Technology,Phones,0.5065,0.0,0.142639
Novimex Turbo Task Chair,Corporate,United States,California,Furniture,Chairs,0.696446,0.0,-1.631148
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Home Office,United States,California,Furniture,Bookcases,1.121194,-0.172979,2.212459
Rogers Deluxe File Chest,Consumer,United States,California,Office Supplies,Storage,0.190589,-1.0,-0.285115
"Computer Room Manger, 14""",Corporate,United States,Pennsylvania,Furniture,Furnishings,-0.019197,0.0,0.062717
"Sortfiler Multipurpose Personal File Organizer, Black",Corporate,United States,Pennsylvania,Office Supplies,Storage,-0.024162,0.0,-0.105304
Deluxe Rollaway Locking File with Drawer,Corporate,United States,Pennsylvania,Office Supplies,Storage,0.688011,0.0,0.886273
"Executive Impressions 12"" Wall Clock",Corporate,United States,Pennsylvania,Furniture,Furnishings,-0.102162,0.0,0.0318
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Consumer,United States,Oklahoma,Office Supplies,Envelopes,0.160976,-1.0,1.067066
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Consumer,United States,Oklahoma,Technology,Accessories,0.437143,-1.0,0.532864
Cisco 8x8 Inc. 6753i IP Business Phone System,Corporate,United States,Florida,Technology,Phones,0.678555,0.0,0.709857
Avery 501,Corporate,United States,Florida,Office Supplies,Labels,-0.641128,0.0,-0.170763
Crate-A-Files,Corporate,United States,Florida,Office Supplies,Storage,-0.302957,0.0,-0.245097
"Avery Flip-Chart Easel Binder, Black",Corporate,United States,Florida,Office Supplies,Binders,-0.198702,0.701566,-1.306987
Eldon Wave Desk Accessories,Corporate,United States,Florida,Furniture,Furnishings,-1.004378,0.0,-0.266846
Document Clip Frames,Corporate,United States,Florida,Furniture,Furnishings,-0.416038,0.0,-0.115195
"Logitech Wireless Boombox Speaker - portable - wireless, wired",Corporate,United States,Florida,Technology,Accessories,0.443705,0.0,1.597792
Xerox 1916,Consumer,United States,Texas,Office Supplies,Paper,0.303015,0.0,1.271454
Personal Creations Ink Jet Cards and Labels,Corporate,United States,California,Office Supplies,Paper,-0.357939,-1.0,0.093787
Xerox 1898,Consumer,United States,Virginia,Office Supplies,Paper,-0.588339,-1.0,-0.082045
"GBC Laser Imprintable Binding System Covers, Desert Sand",Corporate,United States,New York,Office Supplies,Binders,-0.190397,0.0,0.10496
Newell 326,Corporate,United States,New York,Office Supplies,Art,-1.144952,-1.0,-0.279869
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Home Office,United States,Missouri,Office Supplies,Binders,-0.294373,-1.0,0.140829
Memorex Micro Travel Drive 4 GB,Home Office,United States,Missouri,Technology,Accessories,-0.391675,-1.0,0.016335
Recycled Eldon Regeneration Jumbo File,Consumer,United States,South Carolina,Office Supplies,Storage,0.181743,-1.0,0.556214
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Consumer,United States,South Carolina,Office Supplies,Envelopes,0.317452,-1.0,1.74449
Xerox 193,Consumer,United States,South Carolina,Office Supplies,Paper,-0.340649,-1.0,0.110834
Fellowes Bankers Box Stor/Drawer Steel Plus,Consumer,United States,South Carolina,Office Supplies,Storage,0.064496,-1.0,-0.082658
Grandstream GXP1160 VoIP phone,Consumer,United States,South Carolina,Technology,Phones,0.290615,-1.0,0.875935
"Angle-D Binders with Locking Rings, Label Holders",Consumer,United States,South Carolina,Office Supplies,Binders,-0.550415,-1.0,-0.065671
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Consumer,United States,South Carolina,Office Supplies,Storage,1.023717,-1.0,0.328988
"Global Fabric Manager's Chair, Dark Gray",Home Office,United States,Oregon,Furniture,Chairs,0.756416,0.0,0.598475
Stanley Contemporary Battery Pencil Sharpeners,Consumer,United States,Pennsylvania,Office Supplies,Art,0.266351,0.0,0.073105
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Corporate,United States,New York,Office Supplies,Storage,0.105892,-1.0,0.430556
Cardinal Holdit Data Disk Pockets,Corporate,United States,New York,Office Supplies,Binders,-0.182048,0.0,0.113471
Newell 319,Corporate,United States,New York,Office Supplies,Art,0.308159,-1.0,0.973662
Cisco SPA 502G IP Phone,Consumer,United States,Illinois,Technology,Phones,0.738533,0.0,1.411788
Sterilite Officeware Hinged File Box,Consumer,United States,Washington,Office Supplies,Storage,-0.225988,-1.0,-0.00646
Xerox 1931,Consumer,United States,Texas,Office Supplies,Paper,-0.306832,0.0,0.014736
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Consumer,United States,Texas,Office Supplies,Binders,-0.905819,0.749016,-0.691372
Xerox 1887,Consumer,United States,Texas,Office Supplies,Paper,0.132555,0.0,0.645625
Acco Perma 2700 Stacking Storage Drawers,Consumer,United States,Pennsylvania,Office Supplies,Storage,0.108273,0.0,-0.486559
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Consumer,United States,Indiana,Office Supplies,Paper,0.063305,-1.0,0.722361
Spigen Samsung Galaxy S5 Case Wallet,Consumer,United States,Indiana,Technology,Phones,-0.027068,-1.0,0.16628
Xerox 1910,Consumer,United States,Indiana,Office Supplies,Paper,0.225282,-1.0,1.345398
Logitech Keyboard K120,Consumer,United States,Illinois,Technology,Accessories,-0.091168,0.0,-0.503314
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Consumer,United States,California,Furniture,Chairs,0.871701,0.0,-0.058858
Magna Visual Magnetic Picture Hangers,Home Office,United States,Ohio,Furniture,Furnishings,-0.822622,0.0,-0.253462
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Consumer,United States,Texas,Office Supplies,Paper,-0.026701,0.0,0.263518
Staples,Consumer,United States,Texas,Office Supplies,Fasteners,-0.317882,0.0,-0.028239
Office Star - Ergonomically Designed Knee Chair,Consumer,United States,Texas,Furniture,Chairs,0.015963,0.255488,-0.874849
Fellowes Bankers Box Stor/Drawer Steel Plus,Corporate,United States,Ohio,Office Supplies,Storage,-0.025493,0.0,-0.560435
"Contract Clock, 14"", Brown",Corporate,United States,Washington,Furniture,Furnishings,0.076693,-1.0,0.496918
Staples,Consumer,United States,Washington,Office Supplies,Fasteners,-0.455514,-1.0,0.01648
Fellowes Superior 10 Outlet Split Surge Protector,Consumer,United States,Washington,Office Supplies,Appliances,0.133805,-1.0,0.484515
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Consumer,United States,California,Office Supplies,Envelopes,-0.826593,-1.0,-0.179617
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Corporate,United States,New York,Furniture,Furnishings,0.089914,-1.0,0.695424
Staple envelope,Corporate,United States,New York,Office Supplies,Envelopes,0.05357,-1.0,0.742312
Mediabridge Sport Armband iPhone 5s,Consumer,United States,Kentucky,Technology,Phones,-0.245974,-1.0,-0.306638
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Consumer,United States,Michigan,Technology,Phones,0.329013,-1.0,0.955199
Pyle PMP37LED,Consumer,United States,Michigan,Technology,Phones,0.488443,-1.0,1.54916
Woodgrain Magazine Files by Perma,Consumer,United States,Michigan,Office Supplies,Storage,-0.398524,-1.0,-0.263616
Avery 48,Consumer,United States,California,Office Supplies,Labels,0.016062,-1.0,0.628535
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Consumer,United States,Tennessee,Furniture,Furnishings,0.115599,0.0,0.376862
Pencil and Crayon Sharpener,Consumer,United States,Tennessee,Office Supplies,Art,-0.62493,0.0,-0.277932
Global Highback Leather Tilter in Burgundy,Consumer,United States,Oregon,Furniture,Chairs,0.640381,0.0,-0.874154
"Logitech B530 USB Headset - headset - Full size, Binaural",Consumer,United States,Texas,Technology,Phones,0.194387,0.0,-0.032683
Panasonic Kx-TS550,Home Office,United States,Ohio,Technology,Phones,0.279075,0.429282,-1.09363
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Home Office,United States,Ohio,Technology,Accessories,0.005059,0.0,0.260651
Staples in misc. colors,Consumer,United States,Iowa,Office Supplies,Art,-0.241124,-1.0,0.114602
Office Star - Contemporary Task Swivel Chair,Consumer,United States,Washington,Furniture,Chairs,0.459439,0.0,0.007702
Xerox 225,Consumer,United States,Washington,Office Supplies,Paper,-0.428433,-1.0,0.024152
Xerox 1894,Consumer,United States,Washington,Office Supplies,Paper,0.107738,-1.0,0.920069
iOttie XL Car Mount,Consumer,United States,Washington,Technology,Phones,0.153259,0.0,-1.00676
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Corporate,United States,Pennsylvania,Office Supplies,Envelopes,0.022246,0.0,0.467108
Wilson Jones data.warehouse D-Ring Binders with DublLock,Consumer,United States,New York,Office Supplies,Binders,-0.300139,0.0,0.020026
Eldon Cleatmat Chair Mats for Medium Pile Carpets,Consumer,United States,California,Furniture,Furnishings,0.435392,-1.0,0.469051
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Consumer,United States,California,Office Supplies,Binders,-0.643451,0.0,-0.176934
Ibico Plastic Spiral Binding Combs,Home Office,United States,Tennessee,Office Supplies,Binders,-0.455514,0.701566,-0.87545
"Elite 5"" Scissors",Home Office,United States,Washington,Office Supplies,Supplies,-0.316186,-1.0,-0.038611
Newell 334,Home Office,United States,Washington,Office Supplies,Art,0.308159,-1.0,0.803168
"Eldon Expressions Wood Desk Accessories, Oak",Home Office,United States,Washington,Furniture,Furnishings,-0.373312,-1.0,-0.081761
AmazonBasics 3-Button USB Wired Mouse,Home Office,United States,Washington,Technology,Accessories,-0.568953,-1.0,-0.096687
Satellite Sectional Post Binders,Consumer,United States,Indiana,Office Supplies,Binders,-0.092582,-1.0,0.408701
Eldon Wave Desk Accessories,Consumer,United States,Indiana,Furniture,Furnishings,-0.911814,-1.0,-0.220841
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Consumer,United States,Indiana,Office Supplies,Paper,-0.808147,-1.0,-0.170587
Staple holder,Consumer,United States,Illinois,Office Supplies,Appliances,-1.29113,0.749016,-0.55845
Xerox 226,Home Office,United States,Georgia,Office Supplies,Paper,0.02742,-1.0,0.697146
RCA Visys Integrated PBX 8-Line Router,Home Office,United States,Georgia,Technology,Phones,0.505373,-1.0,1.492435
Acrylic Self-Standing Desk Frames,Corporate,United States,Alabama,Furniture,Furnishings,-0.38849,-1.0,-0.019988
Avery 511,Corporate,United States,Texas,Office Supplies,Labels,-0.718312,0.0,-0.190399
GBC Plasticlear Binding Covers,Home Office,United States,Florida,Office Supplies,Binders,-1.15351,0.701566,-0.412986
Security-Tint Envelopes,Consumer,United States,New York,Office Supplies,Envelopes,-0.358676,-1.0,0.093076
Avery Round Ring Poly Binders,Consumer,United States,Indiana,Office Supplies,Binders,-0.657661,-1.0,-0.112931
Prestige Round Ring Binders,Consumer,United States,Washington,Office Supplies,Binders,-0.550649,0.0,-0.136375
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Corporate,United States,New York,Office Supplies,Labels,-0.112044,-1.0,0.405222
Ibico Covers for Plastic or Wire Binding Elements,Corporate,United States,Georgia,Office Supplies,Binders,-0.187353,-1.0,0.248441
Avery Binding System Hidden Tab Executive Style Index Sets,Consumer,United States,Oklahoma,Office Supplies,Binders,-0.261902,-1.0,0.208694
"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Consumer,United States,Tennessee,Office Supplies,Paper,-1.148537,0.0,-0.274079
Xerox 1884,Consumer,United States,Tennessee,Office Supplies,Paper,0.380344,0.0,1.43216
Avery Non-Stick Binders,Home Office,United States,Massachusetts,Office Supplies,Binders,-0.367432,-1.0,0.0603
Anker Astro 15000mAh USB Portable Charger,Corporate,United States,California,Technology,Phones,-0.12628,0.0,-0.621791
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Corporate,United States,California,Furniture,Chairs,1.110477,0.0,1.250702
Panasonic KP-380BK Classic Electric Pencil Sharpener,Corporate,United States,California,Office Supplies,Art,0.464301,-1.0,1.304606
Enermax Briskie RF Wireless Keyboard and Mouse Combo,Corporate,United States,Illinois,Technology,Accessories,0.299253,0.0,0.527227
Eldon Image Series Black Desk Accessories,Consumer,United States,Washington,Furniture,Furnishings,-0.619526,-1.0,-0.152967
"Eldon 300 Class Desk Accessories, Black",Consumer,United States,Washington,Furniture,Furnishings,-0.326271,-1.0,0.080721
Round Specialty Laser Printer Labels,Consumer,United States,Washington,Office Supplies,Labels,0.189652,-1.0,1.170687
Home/Office Personal File Carts,Consumer,United States,Washington,Office Supplies,Storage,0.097788,-1.0,0.315398
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Consumer,United States,Washington,Technology,Phones,-0.400071,0.0,-0.494769
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Consumer,United States,Washington,Office Supplies,Binders,-0.606109,0.0,-0.164169
Avery 501,Consumer,United States,Ohio,Office Supplies,Labels,-0.934931,0.0,-0.243969
Ultra Commercial Grade Dual Valve Door Closer,Consumer,United States,Ohio,Furniture,Furnishings,0.063644,0.0,0.032955
"Belkin 19"" Center-Weighted Shelf, Gray",Consumer,United States,Ohio,Office Supplies,Storage,0.374228,0.0,-1.338215
Hon Olson Stacker Stools,Corporate,United States,California,Furniture,Chairs,0.871289,0.0,1.709005
Apple iPhone 5C,Home Office,United States,Tennessee,Technology,Phones,0.570444,0.0,0.337694
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Corporate,United States,California,Office Supplies,Binders,0.497443,0.0,2.154112
"Logitech B530 USB Headset - headset - Full size, Binaural",Consumer,United States,California,Technology,Phones,0.194387,0.0,-0.032683
Boston 1730 StandUp Electric Pencil Sharpener,Consumer,United States,California,Office Supplies,Art,0.065622,-1.0,0.290011
"Avery Trapezoid Extra Heavy Duty 4"" Binders",Corporate,United States,New York,Office Supplies,Binders,-0.198925,0.0,0.142024
Xerox 1906,Corporate,United States,Massachusetts,Office Supplies,Paper,0.374784,-1.0,2.075305
Plastic Binding Combs,Corporate,United States,California,Office Supplies,Binders,-0.16559,0.0,0.130781
Contemporary Borderless Frame,Home Office,United States,California,Furniture,Furnishings,-0.308294,-1.0,0.032356
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Consumer,United States,Illinois,Office Supplies,Envelopes,-0.56883,0.0,-0.143879
Panasonic KX TS208W Corded phone,Consumer,United States,Texas,Technology,Phones,0.496041,0.0,0.39528
Xerox 1925,Home Office,United States,Texas,Office Supplies,Paper,0.124494,0.0,0.526242
Xerox 1923,Consumer,United States,New York,Office Supplies,Paper,-0.883238,-1.0,-0.199324
Serrated Blade or Curved Handle Hand Letter Openers,Corporate,United States,Oregon,Office Supplies,Supplies,-0.471101,0.0,-0.47571
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Corporate,United States,Oregon,Furniture,Chairs,0.258974,0.0,-0.868344
Southworth 25% Cotton Premium Laser Paper and Envelopes,Corporate,United States,Oregon,Office Supplies,Paper,-0.051903,0.0,0.293865
Xerox 1887,Corporate,United States,Oregon,Office Supplies,Paper,-0.533893,0.0,-0.122238
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Consumer,United States,California,Furniture,Furnishings,0.335792,-1.0,0.472883
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Corporate,United States,Connecticut,Technology,Phones,-0.539158,-1.0,-0.048074
"Hunt PowerHouse Electric Pencil Sharpener, Blue",Corporate,United States,Michigan,Office Supplies,Art,0.400952,-1.0,1.326049
Xerox 1885,Corporate,United States,Michigan,Office Supplies,Paper,0.381038,-1.0,2.16587
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Corporate,United States,Michigan,Office Supplies,Paper,-0.512398,-1.0,-0.024965
PayAnywhere Card Reader,Corporate,United States,California,Technology,Phones,-0.12661,0.0,-0.188678
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Corporate,United States,California,Office Supplies,Paper,-0.192438,-1.0,0.241614
Xerox 220,Corporate,United States,Florida,Office Supplies,Paper,-0.696697,0.0,-0.183826
Recycled Pressboard Report Cover with Reinforced Top Hinge,Corporate,United States,New York,Office Supplies,Binders,-0.820431,0.0,-0.213881
Security-Tint Envelopes,Home Office,United States,Michigan,Office Supplies,Envelopes,-0.530977,-1.0,-0.0429
Texas Instruments TI-34 Scientific Calculator,Consumer,United States,Delaware,Technology,Machines,0.076875,-1.0,0.805157
Xerox 1898,Corporate,United States,California,Office Supplies,Paper,-0.200812,-1.0,0.26675
Eldon Fold 'N Roll Cart System,Consumer,United States,Michigan,Office Supplies,Storage,-0.568953,-1.0,-0.168235
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Consumer,United States,Michigan,Furniture,Furnishings,0.617113,-1.0,0.769942
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Consumer,United States,Michigan,Office Supplies,Binders,-0.437041,-1.0,0.010431
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Consumer,United States,Michigan,Office Supplies,Storage,0.080553,-1.0,0.264843
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Consumer,United States,Michigan,Office Supplies,Art,-0.087795,-1.0,0.147628
Ultra Door Push Plate,Consumer,United States,Michigan,Furniture,Furnishings,-0.546629,-1.0,-0.138711
Storex Dura Pro Binders,Consumer,United States,Michigan,Office Supplies,Binders,-0.249756,-1.0,0.170361
Xerox 1881,Consumer,United States,New York,Office Supplies,Paper,-0.0421,-1.0,0.520899
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Consumer,United States,New York,Office Supplies,Binders,-0.454582,0.0,-0.082585
"Executive Impressions 10"" Spectator Wall Clock",Consumer,United States,California,Furniture,Furnishings,-0.059734,-1.0,0.265363
Panasonic KX TS3282W Corded phone,Consumer,United States,California,Technology,Phones,0.69567,0.0,1.216087
Samsung HM1900 Bluetooth Headset,Corporate,United States,New York,Technology,Phones,0.190054,-1.0,1.266243
"Global High-Back Leather Tilter, Burgundy",Corporate,United States,New York,Furniture,Chairs,0.540967,-0.387938,-0.226763
Tennsco Industrial Shelving,Consumer,United States,Ohio,Office Supplies,Storage,0.412169,0.0,-1.675757
Microsoft Sculpt Comfort Mouse,Home Office,United States,Delaware,Technology,Accessories,0.310761,-1.0,1.581196
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Home Office,United States,Delaware,Office Supplies,Binders,-0.239475,-1.0,0.226425
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Home Office,United States,Delaware,Office Supplies,Binders,0.09641,-1.0,0.8857
Avery 478,Home Office,United States,New York,Office Supplies,Labels,-0.329689,-1.0,0.122017
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Consumer,United States,California,Office Supplies,Binders,-0.628009,0.0,-0.155068
Eldon Simplefile Box Office,Consumer,United States,California,Office Supplies,Storage,-0.154811,-1.0,0.064748
"Acme 10"" Easy Grip Assistive Scissors",Consumer,United States,California,Office Supplies,Supplies,-0.180674,-1.0,0.067229
Polycom SoundPoint IP 450 VoIP phone,Corporate,United States,Florida,Technology,Phones,0.71729,0.0,0.665195
"Fellowes Twister Kit, Gray/Clear, 3/pkg",Consumer,United States,Pennsylvania,Office Supplies,Binders,-1.288401,0.701566,-0.393458
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Corporate,United States,New York,Office Supplies,Appliances,-0.786883,-1.0,-0.240104
"Tennsco Lockers, Gray",Consumer,United States,Pennsylvania,Office Supplies,Storage,0.172303,0.0,-0.838615
Pressboard Hanging Data Binders for Unburst Sheets,Corporate,United States,Washington,Office Supplies,Binders,-0.423223,0.0,-0.064724
Xerox 212,Corporate,United States,Washington,Office Supplies,Paper,-0.306832,-1.0,0.136941
Xerox 192,Corporate,United States,Washington,Office Supplies,Paper,-0.896002,-1.0,-0.202849
Griffin GC17055 Auxiliary Audio Cable,Corporate,United States,Washington,Technology,Phones,0.183529,0.0,-0.001138
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Home Office,United States,California,Office Supplies,Art,0.013205,-1.0,0.257072
Dixon Ticonderoga Core-Lock Colored Pencils,Consumer,United States,Oregon,Office Supplies,Art,-0.026701,0.0,-0.013685
Vinyl Sectional Post Binders,Consumer,United States,Washington,Office Supplies,Binders,0.398161,0.0,1.717048
Xerox 209,Consumer,United States,Washington,Office Supplies,Paper,-0.020197,-1.0,0.585478
Panasonic KX - TS880B Telephone,Home Office,United States,New York,Technology,Phones,-0.113835,-1.0,0.089401
Premier Automatic Letter Opener,Home Office,United States,New York,Office Supplies,Supplies,0.571042,-1.0,-0.052953
LG Electronics Tone+ HBS-730 Bluetooth Headset,Home Office,United States,New York,Technology,Phones,0.308094,-1.0,0.888249
GBC Twin Loop Wire Binding Elements,Consumer,United States,California,Office Supplies,Binders,0.350896,0.0,1.480942
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Corporate,United States,Texas,Furniture,Furnishings,-0.146482,0.637883,-1.453701
