@relation forestfires-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_clustered

@attribute Instance_number numeric
@attribute X numeric
@attribute Y numeric
@attribute month {mar,oct,aug,sep,apr,jun,jul,feb,jan,dec,may,nov}
@attribute day {fri,tue,sat,sun,mon,wed,thu}
@attribute FFMC numeric
@attribute DMC numeric
@attribute DC numeric
@attribute ISI numeric
@attribute temp numeric
@attribute RH numeric
@attribute wind numeric
@attribute rain numeric
@attribute area numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
446,0.625,0.428571,aug,sun,0.945806,0.696416,0.770025,0.144385,0.543408,0.647059,0.2,0,0,cluster4
447,0.25,0.285714,mar,wed,0.963871,0.055824,0.023924,0.176471,0.215434,0.235294,0.844444,0,0,cluster1
448,0.75,0.285714,sep,wed,0.916129,0.977946,0.980532,0.180036,0.266881,0.729412,0.4,0,0,cluster5
449,0.75,0.285714,aug,sun,0.940645,0.620951,0.709628,0.135472,0.549839,0.541176,0.5,0,0,cluster4
450,0.375,0.428571,aug,wed,0.987097,0.746382,0.79993,0.320856,0.681672,0.4,0.555556,0,6.43,cluster4
451,0,0.285714,aug,fri,0.926452,0.674363,0.752903,0.290553,0.308682,0.858824,0.5,0,9.71,cluster4
452,0.75,0.285714,aug,mon,0.939355,0.817023,0.847543,0.13369,0.498392,0.588235,0.4,0,0,cluster4
453,0.375,0.428571,aug,thu,0.912258,0.913508,0.932802,0.099822,0.488746,0.458824,0.3,0,0,cluster4
454,0.25,0.285714,aug,thu,0.940645,0.852171,0.874751,0.112299,0.469453,0.482353,0.3,0,0,cluster4
455,0.25,0.285714,jul,mon,0.979355,0.547553,0.655917,0.297683,0.504823,0.388235,0.255556,0,0,cluster5
456,0.125,0.285714,aug,thu,0.940645,0.852171,0.874751,0.112299,0.463023,0.517647,0.255556,0,0,cluster0
457,0,0.285714,aug,wed,0.941935,0.655755,0.736484,0.139037,0.569132,0.411765,0.4,0,82.75,cluster4
458,0.875,0.571429,aug,sat,0.967742,0.792557,0.829366,0.149733,0.536977,0.576471,0.5,0,3.32,cluster4
459,0.75,0.285714,aug,sat,0.940645,0.939697,0.951331,0.137255,0.427653,0.670588,0.844444,0,1.94,cluster4
460,0.125,0.428571,aug,sat,0.967742,0.792557,0.829366,0.149733,0.536977,0.576471,0.5,0,0,cluster4
461,0.875,0.571429,aug,sat,0.967742,0.792557,0.829366,0.149733,0.536977,0.576471,0.5,0,0,cluster4
462,0,0.285714,sep,sun,0.932903,0.948312,0.958368,0.12656,0.395498,0.717647,0.8,0,3.71,cluster4
463,0.625,0.428571,feb,tue,0.727742,0.011371,0.009734,0.033868,0.07717,0.788235,0.655556,0,5.39,cluster2
464,0.625,0.285714,feb,tue,0.727742,0.011371,0.009734,0.033868,0.093248,0.729412,0.555556,0,2.14,cluster2
465,0.125,0,feb,sat,0.784516,0.008615,0.008678,0.032086,0.07717,0.517647,0.055556,0,6.84,cluster1
466,0.625,0.428571,mar,mon,0.883871,0.048243,0.03401,0.12656,0.257235,0.352941,0.6,0,3.18,cluster1
467,0.25,0.285714,mar,wed,0.922581,0.059959,0.038935,0.130125,0.289389,0.305882,0.555556,0,5.55,cluster1
468,0.625,0.428571,mar,thu,0.936774,0.067195,0.04175,0.151515,0.356913,0.141176,0.355556,0,6.61,cluster1
469,0.625,0.142857,apr,sun,0.932903,0.04652,0.020758,0.219251,0.369775,0.211765,1,0,61.13,cluster4
470,0.5,0.285714,apr,sun,0.932903,0.04652,0.020758,0.219251,0.495177,0.141176,0.6,0,0,cluster4
471,0.375,0.142857,may,fri,0.914839,0.083735,0.077167,0.101604,0.508039,0.294118,0.4,0,38.48,cluster3
472,0.875,0.142857,jun,mon,0.896774,0.327705,0.259294,0.083779,0.389068,0.752941,0.4,0,1.94,cluster3
473,1,0.285714,jun,sat,0.926452,0.206754,0.286971,0.167558,0.717042,0.411765,0.3,0,70.32,cluster3
474,0.375,0.142857,jun,thu,0.95871,0.353894,0.362144,0.192513,0.778135,0.235294,0.255556,0,10.08,cluster0
475,0.125,0.428571,jun,thu,0.967742,0.415575,0.401431,0.320856,0.659164,0.294118,1,0,3.19,cluster3
476,0.375,0.142857,jul,thu,0.965161,0.290145,0.45397,0.176471,0.803859,0.152941,0.1,0,1.76,cluster0
477,0.375,0.142857,jul,sun,0.967742,0.345279,0.487276,0.262032,0.768489,0.352941,0.4,0,7.36,cluster4
478,0.75,0.285714,jul,sun,0.967742,0.345279,0.487276,0.262032,0.514469,0.788235,0.455556,0,2.21,cluster4
479,0.75,0.285714,jul,mon,0.909677,0.354238,0.496892,0.114082,0.655949,0.494118,0.5,0,278.53,cluster5
480,1,1,jul,thu,0.96129,0.39042,0.647473,0.16934,0.900322,0.117647,0.455556,0,2.75,cluster0
481,0.375,0.142857,jul,thu,0.96129,0.39042,0.647473,0.16934,0.900322,0.082353,0.5,0,0,cluster0
482,0.25,0.285714,aug,sun,0.983226,0.44521,0.679254,0.251337,0.681672,0.294118,0.6,0,1.29,cluster4
483,0.875,0.571429,aug,sun,0.983226,0.44521,0.679254,0.251337,0.926045,0.141176,0.555556,0,0,cluster4
484,0.125,0.428571,aug,sun,0.983226,0.44521,0.679254,0.251337,0.993569,0.117647,0.4,0,26.43,cluster4
485,0.125,0.285714,aug,mon,0.984516,0.463129,0.690043,0.379679,0.913183,0.152941,0.355556,0,2.07,cluster4
486,0.5,0.285714,aug,tue,0.985806,0.483115,0.701184,0.315508,0.70418,0.329412,0.655556,0,2,cluster4
487,0.5,0.285714,aug,tue,0.985806,0.483115,0.701184,0.315508,0.778135,0.223529,0.355556,0,16.4,cluster4
488,0.375,0.285714,aug,tue,0.985806,0.483115,0.701184,0.315508,0.553055,0.658824,0.8,0,46.7,cluster4
489,0.375,0.285714,aug,wed,0.985806,0.483115,0.701184,0.315508,0.59164,0.505882,0.1,0,0,cluster4
490,0.375,0.285714,aug,wed,0.985806,0.483115,0.701184,0.315508,0.85209,0.211765,0.4,0,0,cluster4
491,0.375,0.285714,aug,thu,0.994839,0.519986,0.722646,0.245989,0.971061,0.070588,0.455556,0,0,cluster0
492,0,0.142857,aug,fri,0.996129,0.540662,0.733787,0.201426,0.971061,0.141176,0.2,0,0,cluster4
493,0,0.142857,aug,fri,0.996129,0.540662,0.733787,0.201426,0.813505,0.164706,0.455556,0,43.32,cluster4
494,0.625,0.571429,aug,sat,0.997419,0.561337,0.744811,0.249554,0.919614,0.176471,0.5,0,8.59,cluster4
495,0.625,0.571429,aug,mon,1,0.600965,0.766858,0.299465,0.697749,0.317647,0.2,0,0,cluster4
496,0.375,0.428571,aug,mon,1,0.600965,0.766858,0.299465,0.977492,0.129412,0.3,0,2.77,cluster4
497,0.25,0.285714,aug,tue,0.99871,0.620262,0.777882,0.254902,0.967846,0.141176,0.2,0,14.68,cluster4
498,0.625,0.428571,aug,tue,0.99871,0.620262,0.777882,0.254902,1,0.129412,0.255556,0,40.54,cluster4
499,0.75,0.428571,aug,tue,0.99871,0.620262,0.777882,0.254902,0.807074,0.564706,0.5,1,10.82,cluster4
500,0.875,0.571429,aug,tue,0.99871,0.620262,0.777882,0.254902,0.623794,0.588235,0.5,0.125,0,cluster2
501,0.75,0.428571,aug,tue,0.99871,0.620262,0.777882,0.254902,0.623794,0.588235,0.5,0.125,0,cluster4
502,0.375,0.285714,aug,tue,0.99871,0.620262,0.777882,0.254902,0.594855,0.635294,0.5,0.0625,0,cluster4
503,0.125,0.285714,aug,wed,0.978065,0.476568,0.798874,0.356506,0.868167,0.176471,0.5,0,1.95,cluster4
504,0.375,0.142857,aug,wed,0.978065,0.476568,0.798874,0.356506,0.858521,0.164706,0.5,0,49.59,cluster4
505,0,0,aug,thu,0.932903,0.55858,0.863727,0.180036,0.787781,0.235294,0.155556,0,5.8,cluster0
506,0,0,aug,fri,0.932903,0.57133,0.873343,0.12656,0.524116,0.682353,0.9,0,0,cluster4
507,0.125,0.285714,aug,fri,0.932903,0.57133,0.873343,0.12656,0.762058,0.305882,0.355556,0,0,cluster4
508,0,0,aug,fri,0.932903,0.57133,0.873343,0.12656,0.762058,0.305882,0.355556,0,0,cluster4
509,0.5,0.285714,aug,fri,0.932903,0.57133,0.873343,0.12656,0.607717,0.658824,0.8,0.21875,2.17,cluster4
510,0.625,0.428571,aug,fri,0.932903,0.57133,0.873343,0.12656,0.514469,0.552941,0.555556,0,0.43,cluster4
511,0.875,0.571429,aug,sun,0.811613,0.191592,0.771315,0.033868,0.823151,0.235294,0.255556,0,0,cluster4
512,0.375,0.142857,aug,sun,0.811613,0.191592,0.771315,0.033868,0.823151,0.2,0.255556,0,6.44,cluster4
513,0.125,0.285714,aug,sun,0.811613,0.191592,0.771315,0.033868,0.633441,0.658824,0.6,0,54.29,cluster4
514,0.75,0.285714,aug,sun,0.811613,0.191592,0.771315,0.033868,0.610932,0.647059,0.7,0,11.16,cluster4
515,0,0.285714,aug,sat,0.976774,0.499311,0.711622,0.201426,0.752412,0.317647,0.4,0,0,cluster4
516,0.625,0.142857,nov,tue,0.784516,0.006547,0.115867,0.019608,0.308682,0.188235,0.455556,0,0,cluster2
