@relation VendaCarros-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_clustered

@attribute Instance_number numeric
@attribute DataNotaFiscal {04/10/2012,01/01/2012,02/02/2012,03/03/2012,04/04/2012,04/05/2012,04/06/2012,04/07/2012,04/08/2012,04/09/2012,04/11/2012,04/12/2012,02/01/2013,02/02/2013,02/03/2013,02/04/2013,02/05/2013,02/06/2013,02/07/2013,02/08/2013,02/09/2013,02/10/2013,02/11/2013,02/12/2013,01/02/2012,01/03/2012,01/04/2012,01/05/2012,01/06/2012,01/07/2012,01/08/2012,01/09/2012,01/10/2012,01/11/2012,01/12/2012,09/01/2013,10/01/2013,11/02/2013,12/03/2013,13/03/2013,14/03/2013,15/04/2013,16/04/2013,17/05/2013,18/05/2013,19/05/2013,20/06/2013,21/07/2013,22/07/2013,23/09/2013,24/10/2013,25/11/2013,26/11/2013,27/11/2013,04/10/2014,01/01/2014,02/02/2014,03/03/2014,04/04/2014,04/05/2014,04/06/2014,04/07/2014,04/08/2014,04/09/2014,04/11/2014,04/12/2014,02/01/2015,02/02/2015,02/03/2015,02/04/2015,02/05/2015,02/06/2015,02/07/2015,02/08/2015,02/09/2015,02/10/2015,02/11/2015,02/12/2015,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/06/2014,01/07/2014,01/08/2014,01/09/2014,01/10/2014,01/11/2014,01/12/2014,09/01/2015,10/01/2015,11/02/2015,12/03/2015,13/03/2015,14/03/2015,15/04/2015,16/04/2015,17/05/2015,18/05/2015,19/05/2015,20/06/2015,21/07/2015,22/07/2015,23/09/2015,24/10/2015,25/11/2015,26/11/2015,27/11/2015}
@attribute Fabricante {'Rolls Royce','Aston Martin',Jaguar,Bentley,TVR,MGB,Triumph}
@attribute Estado {'São Paulo','Minas Gerais','Rio de Janeiro','Espírito Santo',Paraná,Bahia}
@attribute ValorVenda numeric
@attribute ValorCusto numeric
@attribute TotalDesconto numeric
@attribute CustoEntrega numeric
@attribute CustoMaoDeObra numeric
@attribute NomeCliente {'Aldo Motors','Honest John','Bright Orange',WheelsRUs,CunShut,'Les Arnaqueurs','Rocky Riding','Voitures Diplomatiques S.A.','Crippen & Co','Costa Del Speed',Karz,'Olde Englande','Impressive Wheels','Smooth Riders','Luxury Rentals','Premium Motor Vehicles','Chateau Moi','Vive la Vitesse!','Carosse Des Papes','Three Country Cars',Jungfrau,'Ambassador Cars','Embassy Motors','Style ‘N Ride','Sporty Types Corp',BritWheels,'Tweedy Wheels','Union Jack Sports Cars','British Luxury Automobile Corp','Buckingham Palace Car Services','Classy Car Sales'}
@attribute Modelo {Camargue,DBS,'Prata Ghost',DB7,DB9,DB4,Vantage,Vanquish,Rapide,Zagato,Wraith,'Prata Shadow','Prata Seraph',Phantom,XK,XJ6,XJ12,Continental,Arnage,Azure,'Turbo R',Tuscan,Cerbera,GT,TR4,TR5,TR7}
@attribute Cor {Vermelho,Azul,Verde,Prata,Púrpura,Preto}
@attribute Ano numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
323,02/02/2015,'Rolls Royce','Rio de Janeiro',0.694488,0.401929,0.009901,0.945205,0.3835,'Sporty Types Corp',Camargue,Prata,2015,cluster0
324,02/03/2015,'Rolls Royce','Rio de Janeiro',1,0.401929,0.009901,0.528767,0.459655,BritWheels,Camargue,Prata,2015,cluster0
325,02/04/2015,'Rolls Royce','Rio de Janeiro',0.568504,0.491254,0.009901,0.260274,0.761559,'Style ‘N Ride',Camargue,Verde,2015,cluster0
326,02/05/2015,'Rolls Royce','Rio de Janeiro',0.694488,0.401929,0.19802,0.945205,0.459655,'Embassy Motors',Camargue,Preto,2015,cluster0
327,02/06/2015,'Rolls Royce','Rio de Janeiro',1,0.491254,0.009901,0.945205,0.157752,'Ambassador Cars',Camargue,Vermelho,2015,cluster0
328,02/07/2015,'Rolls Royce','Rio de Janeiro',0.568504,0.401929,0.356436,0.260274,0.728921,'Ambassador Cars',Camargue,Vermelho,2015,cluster0
329,02/08/2015,'Rolls Royce','Rio de Janeiro',0.52126,0.401929,0.009901,0.534247,0.761559,'Embassy Motors',Camargue,Preto,2015,cluster0
330,02/09/2015,'Rolls Royce','Rio de Janeiro',0.694488,0.401929,0.009901,0.232877,0.546691,'Style ‘N Ride',Camargue,Verde,2015,cluster0
331,02/10/2015,'Rolls Royce','Rio de Janeiro',1,0.491254,0.009901,0.945205,0.459655,'Sporty Types Corp',Camargue,Púrpura,2015,cluster0
332,02/11/2015,'Rolls Royce','Rio de Janeiro',1,0.491254,0.158416,0.945205,0.761559,BritWheels,Camargue,Preto,2015,cluster0
333,02/12/2015,'Rolls Royce','Rio de Janeiro',0.694488,0.491254,0.009901,0.945205,0.157752,'Sporty Types Corp',Camargue,Vermelho,2015,cluster0
334,02/01/2015,'Rolls Royce','Rio de Janeiro',1,0.401929,0.009901,0.260274,0.459655,'Sporty Types Corp',Camargue,Verde,2015,cluster1
335,02/02/2015,'Aston Martin','Rio de Janeiro',1,0.491254,0.009901,0.260274,0.761559,BritWheels,DB9,Púrpura,2015,cluster0
336,02/03/2015,'Aston Martin','Rio de Janeiro',0.568504,0.491254,0.009901,0.260274,0.739801,BritWheels,DB9,Preto,2015,cluster0
337,02/04/2015,'Aston Martin','Rio de Janeiro',1,0.491254,0.009901,0.068493,0.639166,'Style ‘N Ride',DB9,Preto,2015,cluster0
338,02/05/2015,'Aston Martin','Rio de Janeiro',0.568504,0.491254,0.008911,0.260274,0,'Ambassador Cars',DB9,Azul,2015,cluster0
339,02/06/2015,'Aston Martin','Rio de Janeiro',0.52126,0.491254,0.158416,0.232877,0.639166,'Embassy Motors',DB9,Prata,2015,cluster0
340,02/07/2015,'Aston Martin','Rio de Janeiro',1,0.401929,0.09901,0.232877,0.459655,'Style ‘N Ride',DB9,Prata,2015,cluster0
341,02/08/2015,'Aston Martin','Rio de Janeiro',0.659843,0.401929,0.257426,0.232877,0.75884,'Sporty Types Corp',DB9,Verde,2015,cluster0
342,02/09/2015,'Aston Martin','Rio de Janeiro',0.694488,0.401929,0.009901,0.041096,0.67815,BritWheels,DB9,Prata,2015,cluster0
343,02/10/2015,'Aston Martin','Rio de Janeiro',0.568504,0.401929,0.009901,0.232877,0.307344,'Sporty Types Corp',DB9,Azul,2015,cluster0
344,02/11/2015,'Aston Martin','Rio de Janeiro',1,0.401929,0.009901,0.945205,0.161378,'Sporty Types Corp',DB9,Vermelho,2015,cluster0
345,02/12/2015,'Aston Martin','Rio de Janeiro',0.694488,0.807074,0.009901,0.945205,0.463282,BritWheels,DB9,Vermelho,2015,cluster0
346,01/01/2014,'Aston Martin','Rio de Janeiro',0.568504,0.807074,0.108911,0.232877,0.548504,'Ambassador Cars',DB9,Vermelho,2014,cluster0
347,01/02/2014,Jaguar,'Rio de Janeiro',0.152756,0.163987,0.108911,0.232877,0.307344,'Ambassador Cars',XK,Púrpura,2014,cluster0
348,01/03/2014,Jaguar,'Rio de Janeiro',0.159055,0.244373,0.009901,0.041096,0.307344,'Ambassador Cars',XK,Verde,2014,cluster0
349,01/04/2014,Jaguar,'Rio de Janeiro',0.124409,0.163987,0.009901,0.260274,0.307344,'Ambassador Cars',XK,Preto,2014,cluster0
350,01/05/2014,Jaguar,'Rio de Janeiro',0.152756,0.244373,0.009901,0.260274,0.307344,'Style ‘N Ride',XK,Prata,2014,cluster2
351,01/06/2014,Jaguar,'Rio de Janeiro',0.152756,0.163987,0.108911,0.260274,0.307344,'Sporty Types Corp',XK,Prata,2014,cluster2
352,01/07/2014,Jaguar,'Rio de Janeiro',0.124409,0.244373,0.108911,0.945205,0.307344,BritWheels,XK,Prata,2014,cluster0
353,01/08/2014,Jaguar,'Rio de Janeiro',0.152756,0.163987,0.158416,0.260274,0.307344,'Sporty Types Corp',XK,Verde,2014,cluster0
354,01/09/2014,Jaguar,'Rio de Janeiro',0.568504,0.324759,0.128713,0.945205,0.307344,'Sporty Types Corp',XK,Azul,2014,cluster0
355,01/10/2014,Jaguar,'Rio de Janeiro',0.568504,0.163987,0.158416,0.945205,0.761559,BritWheels,XK,Prata,2014,cluster0
356,01/11/2014,Jaguar,'Rio de Janeiro',0.152756,0.244373,0.009901,0.260274,0.761559,BritWheels,XK,Verde,2014,cluster0
357,01/12/2014,Jaguar,'Rio de Janeiro',0.124409,0.163987,0.009901,0.260274,0.761559,'Ambassador Cars',XK,Púrpura,2014,cluster0
358,02/01/2015,Jaguar,'Rio de Janeiro',0.152756,0.244373,0.009901,0.945205,0.761559,'Embassy Motors',XK,Prata,2015,cluster0
359,02/02/2015,Jaguar,'Rio de Janeiro',0.152756,0.163987,0.009901,0.260274,0.761559,'Style ‘N Ride',XK,Verde,2015,cluster0
360,02/03/2015,Jaguar,'Rio de Janeiro',0.152756,0.244373,0.158416,0.260274,0.761559,BritWheels,XK,Púrpura,2015,cluster0
361,02/04/2015,Jaguar,'Rio de Janeiro',0.124409,0.163987,0.128713,0.260274,0.761559,'Sporty Types Corp',XK,Vermelho,2015,cluster0
362,02/05/2015,Jaguar,'Rio de Janeiro',0.568504,0.244373,0.128713,0.260274,0.761559,'Union Jack Sports Cars',XK,Vermelho,2015,cluster0
363,02/06/2015,Jaguar,'Rio de Janeiro',0.152756,0.163987,0.108911,0.232877,0.761559,'British Luxury Automobile Corp',XK,Vermelho,2015,cluster0
364,02/07/2015,Jaguar,'Rio de Janeiro',0.124409,0.244373,0.108911,0.232877,0.761559,'Buckingham Palace Car Services',XK,Púrpura,2015,cluster0
365,02/08/2015,Jaguar,'Rio de Janeiro',0.124409,0.163987,0.108911,0.232877,0.546691,'Union Jack Sports Cars',XK,Verde,2015,cluster0
366,02/09/2015,Jaguar,'Rio de Janeiro',0.124409,0.083601,0.108911,0.260274,0.546691,'Tweedy Wheels',XK,Preto,2015,cluster0
367,02/10/2015,Jaguar,'Rio de Janeiro',0.124409,0.163987,0.128713,0.260274,0.546691,'Sporty Types Corp',XK,Prata,2015,cluster0
368,02/11/2015,Jaguar,'Rio de Janeiro',0.124409,0.244373,0.158416,0.260274,0.546691,'Sporty Types Corp',XK,Prata,2015,cluster0
369,02/12/2015,Jaguar,'Rio de Janeiro',0.124409,0.163987,0.158416,0.260274,1,BritWheels,XK,Prata,2015,cluster0
370,01/01/2014,Jaguar,'Rio de Janeiro',0.124409,0.244373,0.128713,0.260274,1,BritWheels,XK,Verde,2014,cluster0
371,01/02/2014,Bentley,'Rio de Janeiro',0.124409,0.168489,0.158416,0.260274,1,'Style ‘N Ride',Continental,Azul,2014,cluster1
372,01/03/2014,Bentley,'Rio de Janeiro',0.152756,0.168489,0.158416,0.260274,1,'Style ‘N Ride',Continental,Prata,2014,cluster1
373,01/04/2014,Bentley,'Rio de Janeiro',0.152756,0.168489,0.128713,0.410959,0.761559,'Embassy Motors',Continental,Vermelho,2014,cluster1
374,01/05/2014,Bentley,'Rio de Janeiro',0.568504,0.168489,0.158416,0.410959,1,'Embassy Motors',Continental,Vermelho,2014,cluster1
375,01/06/2014,Bentley,'Rio de Janeiro',0.568504,0.401929,0.108911,0.410959,0.761559,'Ambassador Cars',Continental,Prata,2014,cluster1
376,01/07/2014,Bentley,'Rio de Janeiro',0.568504,0.401929,0.108911,0.410959,1,'Ambassador Cars',Continental,Prata,2014,cluster1
377,01/08/2014,Bentley,'Rio de Janeiro',0.568504,0.168489,0.108911,0.410959,0.761559,'British Luxury Automobile Corp',Continental,Verde,2014,cluster1
378,01/09/2014,Bentley,'Rio de Janeiro',0.568504,0.168489,0.108911,0.410959,1,'Buckingham Palace Car Services',Continental,Preto,2014,cluster1
379,01/10/2014,Bentley,'Rio de Janeiro',0.152756,0.168489,0.108911,0.260274,0.761559,'Tweedy Wheels',Continental,Prata,2014,cluster1
380,01/11/2014,Bentley,'Rio de Janeiro',0.568504,0.401929,0.108911,0.232877,1,'Ambassador Cars',Continental,Prata,2014,cluster1
381,01/12/2014,Bentley,'Rio de Janeiro',0.152756,0.401929,0.108911,0.232877,0.761559,'Embassy Motors',Continental,Prata,2014,cluster1
382,02/01/2015,Bentley,'Rio de Janeiro',0.152756,0.401929,0.079208,0.232877,0.761559,'Style ‘N Ride',Continental,Azul,2015,cluster1
383,02/02/2015,Bentley,'Rio de Janeiro',0.568504,0.168489,0.108911,0.260274,1,BritWheels,Continental,Azul,2015,cluster1
384,02/03/2015,Bentley,'Rio de Janeiro',0.568504,0.168489,0.079208,0.410959,0.546691,'Sporty Types Corp',Continental,Verde,2015,cluster1
385,02/04/2015,Bentley,'Rio de Janeiro',0.135433,0.168489,0.108911,0.410959,0.546691,'Tweedy Wheels',Continental,Azul,2015,cluster1
386,02/05/2015,Bentley,'Rio de Janeiro',0.568504,0.168489,0.108911,0.410959,0.546691,'Union Jack Sports Cars',Continental,Vermelho,2015,cluster0
387,02/06/2015,Bentley,'Rio de Janeiro',0.124409,0.401929,0.079208,0.260274,0.546691,'Buckingham Palace Car Services',Continental,Vermelho,2015,cluster0
388,02/07/2015,Bentley,'Rio de Janeiro',0.124409,0.401929,0.108911,0.260274,0.307344,'Ambassador Cars',Continental,Vermelho,2015,cluster0
389,02/08/2015,Bentley,'Rio de Janeiro',0.124409,0.168489,0.108911,0.410959,0.307344,'Embassy Motors',Continental,Púrpura,2015,cluster1
390,02/09/2015,Bentley,'Rio de Janeiro',0.135433,0.401929,0.257426,0.232877,0.307344,'Tweedy Wheels',Continental,Púrpura,2015,cluster1
391,02/10/2015,Bentley,'Rio de Janeiro',0.124409,0.401929,0.207921,0.232877,0.307344,'Sporty Types Corp',Continental,Verde,2015,cluster1
392,02/11/2015,Bentley,'Rio de Janeiro',0.152756,0.401929,0.207921,0.232877,0.307344,'Embassy Motors',Continental,Preto,2015,cluster1
393,02/12/2015,Bentley,'Rio de Janeiro',0.152756,0.168489,0.207921,0.232877,0.307344,'Ambassador Cars',Continental,Azul,2015,cluster1
394,02/02/2015,Jaguar,'Rio de Janeiro',0.062992,0.244373,0.039604,0.013699,0.307344,'Classy Car Sales',XK,Vermelho,2015,cluster0
395,02/04/2015,Jaguar,'Rio de Janeiro',0.124409,0.244373,0.039604,0.013699,0.161378,'Classy Car Sales',XK,Verde,2015,cluster0
396,02/05/2015,TVR,'Rio de Janeiro',0.062992,0.244373,0.039604,0.013699,0.161378,'British Luxury Automobile Corp',Tuscan,Prata,2015,cluster0
397,02/06/2015,Jaguar,'Rio de Janeiro',0.631496,0.244373,0.069307,0.013699,0.161378,'Buckingham Palace Car Services',XK,Prata,2015,cluster0
398,02/07/2015,TVR,'Rio de Janeiro',0.062992,0.244373,0.039604,0.013699,0.161378,'Embassy Motors',Tuscan,Azul,2015,cluster0
399,02/08/2015,Jaguar,'Rio de Janeiro',0.135433,0.244373,0.039604,0.013699,0.161378,'Tweedy Wheels',XK,Prata,2015,cluster0
400,02/09/2015,TVR,'Rio de Janeiro',0.062992,0.244373,0.039604,0.013699,0.161378,'Sporty Types Corp',Tuscan,Prata,2015,cluster0
401,02/10/2015,Jaguar,'Rio de Janeiro',0.124409,0.244373,0.069307,0.013699,0.161378,'Buckingham Palace Car Services',XK,Vermelho,2015,cluster0
402,02/11/2015,TVR,'Rio de Janeiro',0.135433,0.244373,0.039604,0.013699,0.161378,'Sporty Types Corp',Tuscan,Azul,2015,cluster0
403,02/12/2015,Jaguar,'Rio de Janeiro',0.062992,0.244373,0.069307,0.013699,0.161378,'Style ‘N Ride',XK,Azul,2015,cluster0
404,02/01/2015,Jaguar,'Rio de Janeiro',0.135433,0.244373,0.039604,0.013699,0.161378,BritWheels,XK,Azul,2015,cluster0
405,02/02/2015,Jaguar,'Rio de Janeiro',0.124409,0.168489,0.039604,0.013699,0.093382,BritWheels,XK,Púrpura,2015,cluster0
406,02/03/2015,Jaguar,'Rio de Janeiro',0.124409,0.168489,0.039604,0.013699,0.093382,BritWheels,XK,Verde,2015,cluster0
407,02/04/2015,Jaguar,'Rio de Janeiro',0.124409,0.168489,0.039604,0.013699,0.093382,BritWheels,XK,Preto,2015,cluster0
408,02/05/2015,Jaguar,'Rio de Janeiro',0.124409,0.401929,0.039604,0.013699,0.093382,BritWheels,XK,Vermelho,2015,cluster0
409,02/06/2015,Jaguar,'Rio de Janeiro',0.135433,0.401929,0.039604,0.013699,0.093382,BritWheels,XK,Prata,2015,cluster0
410,02/07/2015,Jaguar,'Rio de Janeiro',0.135433,0.168489,0.069307,0.013699,0.093382,BritWheels,XK,Prata,2015,cluster0
411,02/08/2015,Jaguar,'Rio de Janeiro',0.124409,0.168489,0.039604,0.013699,0.093382,'Ambassador Cars',XK,Prata,2015,cluster0
412,02/09/2015,Jaguar,'Rio de Janeiro',0.124409,0.168489,0.039604,0.013699,0.093382,'Embassy Motors',XK,Prata,2015,cluster0
413,02/10/2015,Jaguar,'Rio de Janeiro',0.124409,0.401929,0.039604,0.013699,0.093382,'Embassy Motors',XK,Prata,2015,cluster0
414,02/11/2015,Jaguar,'Rio de Janeiro',0.124409,0.168489,0.069307,0.013699,0.093382,'Style ‘N Ride',XK,Prata,2015,cluster0
415,02/12/2015,Jaguar,'Rio de Janeiro',0.135433,0.401929,0.039604,0.013699,0.093382,BritWheels,XK,Azul,2015,cluster0
416,02/01/2015,Jaguar,'Rio de Janeiro',0.135433,0.401929,0.029703,0.013699,0.093382,'Sporty Types Corp',XK,Azul,2015,cluster0
417,02/02/2015,MGB,'Rio de Janeiro',0.124409,0.032154,0.039604,0.013699,0.161378,'British Luxury Automobile Corp',GT,Vermelho,2015,cluster0
418,02/03/2015,MGB,'Rio de Janeiro',0.124409,0.057878,0.029703,0.013699,0.161378,'Sporty Types Corp',GT,Verde,2015,cluster0
419,02/04/2015,MGB,'Rio de Janeiro',0.034646,0.032154,0.069307,0.013699,0.161378,'Sporty Types Corp',GT,Vermelho,2015,cluster0
420,02/05/2015,MGB,'Rio de Janeiro',0.017323,0.057878,0.039604,0.013699,0.161378,BritWheels,GT,Vermelho,2015,cluster0
421,02/06/2015,MGB,'Rio de Janeiro',0.017323,0.032154,0.039604,0.068493,0.161378,BritWheels,GT,Vermelho,2015,cluster0
422,02/07/2015,MGB,'Rio de Janeiro',0.017323,0.057878,0.029703,0.013699,0.161378,'Style ‘N Ride',GT,Vermelho,2015,cluster0
423,02/08/2015,MGB,'Rio de Janeiro',0.034646,0.032154,0.069307,0.013699,0.161378,'Embassy Motors',GT,Azul,2015,cluster0
424,02/09/2015,MGB,'Rio de Janeiro',0.017323,0.057878,0.039604,0.013699,0.161378,'Ambassador Cars',GT,Verde,2015,cluster0
425,02/10/2015,MGB,'Rio de Janeiro',0.034646,0.032154,0.039604,0.068493,0.161378,'Embassy Motors',GT,Prata,2015,cluster0
426,02/11/2015,MGB,'Rio de Janeiro',0.017323,0.057878,0.039604,0.013699,0.161378,'Style ‘N Ride',GT,Prata,2015,cluster0
427,02/12/2015,MGB,'Rio de Janeiro',0.034646,0.032154,0.039604,0.013699,0.161378,'Ambassador Cars',GT,Azul,2015,cluster0
428,02/01/2015,MGB,'Rio de Janeiro',0.017323,0.032154,0.029703,0.013699,0.161378,'Union Jack Sports Cars',GT,Verde,2015,cluster0
429,02/02/2015,Triumph,'Rio de Janeiro',0.017323,0.057878,0.039604,0.013699,0.161378,'Union Jack Sports Cars',TR4,Preto,2015,cluster0
430,02/03/2015,Triumph,'Rio de Janeiro',0.034646,0.11254,0.039604,0.013699,0.161378,'Embassy Motors',TR4,Púrpura,2015,cluster0
431,02/05/2015,Triumph,'Rio de Janeiro',0.017323,0.11254,0.039604,0.013699,0.161378,'Style ‘N Ride',TR4,Azul,2015,cluster0
432,02/07/2015,Triumph,'Rio de Janeiro',0.017323,0.11254,0.039604,0.013699,0.161378,BritWheels,TR4,Prata,2015,cluster0
433,02/08/2015,Triumph,'Rio de Janeiro',0.034646,0.11254,0.039604,0.068493,0.161378,'Sporty Types Corp',TR4,Azul,2015,cluster0
434,02/09/2015,Triumph,'Rio de Janeiro',0.017323,0.11254,0.039604,0.013699,0.161378,'Style ‘N Ride',TR4,Azul,2015,cluster0
435,02/10/2015,Triumph,'Rio de Janeiro',0.034646,0.11254,0.039604,0.013699,0.161378,'Ambassador Cars',TR4,Vermelho,2015,cluster0
436,02/11/2015,Triumph,'Rio de Janeiro',0.034646,0.11254,0.039604,0.013699,0.161378,'Classy Car Sales',TR4,Vermelho,2015,cluster0
437,02/12/2015,Triumph,'Rio de Janeiro',0.034646,0.11254,0.039604,0.013699,0.161378,'British Luxury Automobile Corp',TR4,Verde,2015,cluster0
438,09/01/2015,Triumph,'Rio de Janeiro',0.034646,0.11254,0.108911,0.520548,0.274705,'Embassy Motors',TR4,Prata,2015,cluster0
439,10/01/2015,'Aston Martin','Rio de Janeiro',0.344882,0.203376,0.257426,0.520548,1,BritWheels,DB9,Vermelho,2015,cluster0
440,11/02/2015,'Aston Martin','Rio de Janeiro',0.311811,0.115756,0.108911,0.520548,1,'Style ‘N Ride',DB9,Azul,2015,cluster0
441,12/03/2015,'Aston Martin','Rio de Janeiro',0.018898,0.14791,0.207921,0.520548,0.728015,'Classy Car Sales',DB9,Verde,2015,cluster0
442,13/03/2015,'Aston Martin','Rio de Janeiro',0.108661,0.115756,0.158416,0.520548,1,'Style ‘N Ride',DB9,Prata,2015,cluster0
443,14/03/2015,'Rolls Royce','Rio de Janeiro',0.344882,0.203376,0.207921,0.520548,1,'Style ‘N Ride',Camargue,Prata,2015,cluster0
444,15/04/2015,'Aston Martin','Rio de Janeiro',0.164094,0.115756,0.50495,0.178082,0.728015,'Style ‘N Ride',DB9,Azul,2015,cluster0
445,16/04/2015,'Rolls Royce','Rio de Janeiro',0.018898,0.14791,0.257426,0.178082,1,'Style ‘N Ride',Camargue,Preto,2015,cluster0
446,17/05/2015,'Aston Martin','Rio de Janeiro',0.164094,0.115756,0.207921,0.178082,1,'Ambassador Cars',DB9,Vermelho,2015,cluster0
447,18/05/2015,'Aston Martin','Rio de Janeiro',0.108661,0.115756,0.108911,0.520548,1,'Tweedy Wheels',DB9,Azul,2015,cluster0
448,19/05/2015,'Aston Martin','Rio de Janeiro',0.164094,0.115756,0.207921,0,1,'Embassy Motors',DB9,Verde,2015,cluster0
449,20/06/2015,'Aston Martin','Rio de Janeiro',0.113008,0.14791,0.50495,0.520548,0.728015,'Union Jack Sports Cars',DB9,Prata,2015,cluster0
450,21/07/2015,'Aston Martin','Rio de Janeiro',0.344882,0.115756,0.257426,0.520548,1,'Style ‘N Ride',DB9,Prata,2015,cluster0
451,22/07/2015,'Rolls Royce','Rio de Janeiro',0.164094,0.115756,0.207921,0.136986,1,'Sporty Types Corp',Camargue,Púrpura,2015,cluster0
452,23/09/2015,'Aston Martin','Rio de Janeiro',0.108661,0.14791,0.257426,0,1,'Buckingham Palace Car Services',DB9,Preto,2015,cluster0
453,24/10/2015,'Aston Martin','Rio de Janeiro',0.113008,0.115756,0.108911,0.136986,1,'British Luxury Automobile Corp',DB9,Vermelho,2015,cluster0
454,25/11/2015,'Rolls Royce','Rio de Janeiro',0.311811,0.115756,0.207921,0,0.728015,'Classy Car Sales',Camargue,Azul,2015,cluster0
455,26/11/2015,'Aston Martin','Rio de Janeiro',0.113008,0.203376,0.158416,0.520548,1,'Ambassador Cars',DB9,Verde,2015,cluster0
456,27/11/2015,'Aston Martin','Rio de Janeiro',0.344882,0.115756,0.108911,0.520548,1,'Embassy Motors',DB9,Prata,2015,cluster0
